,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,under,over,over_under_tie_credit,under_result,over_result,to_spread,usd,cred,result,away_dogs_,away_dogs
144,11/21/1999,1999,12,TEN,PIT,TEN,-5.5,36.5,,57.0,7.0,91.0,16.0,10.0,False,False,26.0,-10.5,10.5,0.5,11/21/1999,11/21/1999,6,38.5,34.5,-150,100,0,0,-50,100,-110,0,100,-110,0.5,-110,0,-110,100,100
145,11/21/1999,1999,12,WAS,NYG,WAS,-5.5,44.5,,58.0,5.0,81.0,23.0,13.0,False,False,36.0,-8.5,8.5,4.5,11/21/1999,11/21/1999,6,46.5,42.5,-150,100,0,0,-50,100,-110,0,100,-110,4.5,-110,0,-110,100,100
146,11/22/1999,1999,12,DEN,OAK,DEN,-1.5,37.0,,30.0,9.0,90.0,27.0,21.0,False,False,48.0,11.0,11.0,4.5,11/22/1999,11/22/1999,0,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,4.5,-110,0,-110,100,100
147,11/25/1999,1999,13,DAL,MIA,DAL,-1.5,38.0,,50.0,10.0,54.0,20.0,0.0,False,False,20.0,-18.0,18.0,18.5,11/25/1999,11/25/1999,3,40.0,36.0,-150,100,0,0,-50,100,-110,0,100,-110,18.5,-110,0,-110,100,100
148,11/25/1999,1999,13,DET,CHI,DET,-6.0,44.0,DOME,72.0,0.0,,21.0,17.0,False,False,38.0,-6.0,6.0,-2.0,11/25/1999,11/25/1999,3,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-2.0,100,0,100,-110,-110
150,11/28/1999,1999,13,BUF,NE,BUF,-4.0,38.0,,39.0,16.0,67.0,17.0,7.0,False,False,24.0,-14.0,14.0,6.0,11/28/1999,11/28/1999,6,40.0,36.0,-150,100,0,0,-50,100,-110,0,100,-110,6.0,-110,0,-110,100,100
151,11/28/1999,1999,13,CAR,ATL,CAR,-4.5,40.0,,52.0,5.0,57.0,34.0,28.0,False,False,62.0,22.0,22.0,1.5,11/28/1999,11/28/1999,6,42.0,38.0,100,-150,0,0,-50,-110,100,0,-110,100,1.5,-110,0,-110,100,100
153,11/28/1999,1999,13,IND,NYJ,IND,-7.0,44.0,DOME,72.0,0.0,,13.0,6.0,False,False,19.0,-25.0,25.0,0.0,11/28/1999,11/28/1999,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,0.0,-110,110,0,-110,0
154,11/28/1999,1999,13,MIN,,MIN,-13.5,43.5,,72.0,0.0,,35.0,27.0,False,False,62.0,18.5,18.5,-5.5,11/28/1999,11/28/1999,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,-5.5,100,0,100,-110,-110
155,11/28/1999,1999,13,NYG,ARI,NYG,-4.5,34.5,,50.0,17.0,48.0,24.0,34.0,False,False,58.0,23.5,23.5,5.5,11/28/1999,11/28/1999,6,36.5,32.5,100,-150,0,0,-50,-110,100,0,-110,100,-14.5,100,0,100,-110,-110
156,11/28/1999,1999,13,OAK,KC,OAK,-3.5,37.0,,56.0,8.0,73.0,34.0,37.0,False,False,71.0,34.0,34.0,-0.5,11/28/1999,11/28/1999,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.5,100,0,100,-110,-110
157,11/28/1999,1999,13,PIT,CIN,PIT,-11.0,36.0,,38.0,10.0,73.0,20.0,27.0,False,False,47.0,11.0,11.0,-4.0,11/28/1999,11/28/1999,6,38.0,34.0,100,-150,0,0,-50,-110,100,0,-110,100,-18.0,100,0,100,-110,-110
158,11/28/1999,1999,13,SEA,TB,SEA,-6.0,37.0,DOME,72.0,0.0,,3.0,16.0,False,False,19.0,-18.0,18.0,7.0,11/28/1999,11/28/1999,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,-19.0,100,0,100,-110,-110
159,11/28/1999,1999,13,WAS,PHI,WAS,-10.0,42.5,,51.0,11.0,51.0,20.0,17.0,False,False,37.0,-5.5,5.5,-7.0,11/28/1999,11/28/1999,6,44.5,40.5,-150,100,0,0,-50,100,-110,0,100,-110,-7.0,100,0,100,-110,-110
161,12/2/1999,1999,14,JAX,PIT,JAX,-10.5,37.0,,45.0,10.0,43.0,20.0,6.0,False,False,26.0,-11.0,11.0,3.5,12/2/1999,12/2/1999,3,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,3.5,-110,0,-110,100,100
162,12/5/1999,1999,14,ARI,PHI,ARI,-7.0,37.0,,55.0,5.0,28.0,21.0,17.0,False,False,38.0,1.0,1.0,-3.0,12/5/1999,12/5/1999,6,39.0,35.0,100,100,0,0,200,-110,100,0,-110,100,-3.0,100,0,100,-110,-110
163,12/5/1999,1999,14,ATL,NO,ATL,-4.0,39.5,DOME,72.0,0.0,,35.0,12.0,False,False,47.0,7.5,7.5,19.0,12/5/1999,12/5/1999,6,41.5,37.5,100,-150,0,0,-50,-110,100,0,-110,100,19.0,-110,0,-110,100,100
167,12/5/1999,1999,14,CIN,SF,CIN,-3.0,39.0,,55.0,13.0,83.0,44.0,30.0,False,False,74.0,35.0,35.0,11.0,12/5/1999,12/5/1999,6,41.0,37.0,100,-150,0,0,-50,-110,100,0,-110,100,11.0,-110,0,-110,100,100
168,12/5/1999,1999,14,DEN,KC,DEN,-3.5,38.5,,26.0,14.0,56.0,10.0,16.0,False,False,26.0,-12.5,12.5,2.5,12/5/1999,12/5/1999,6,40.5,36.5,-150,100,0,0,-50,100,-110,0,100,-110,-9.5,100,0,100,-110,-110
169,12/5/1999,1999,14,DET,WAS,DET,-3.5,49.5,DOME,72.0,0.0,,33.0,17.0,False,False,50.0,0.5,0.5,12.5,12/5/1999,12/5/1999,6,51.5,47.5,100,100,0,0,200,-110,100,0,-110,100,12.5,-110,0,-110,100,100
170,12/5/1999,1999,14,MIA,IND,MIA,-2.0,43.0,,73.0,13.0,71.0,34.0,37.0,False,False,71.0,28.0,28.0,1.0,12/5/1999,12/5/1999,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,-5.0,100,0,100,-110,-110
171,12/5/1999,1999,14,NE,DAL,NE,-2.0,38.0,,49.0,9.0,74.0,13.0,6.0,False,False,19.0,-19.0,19.0,5.0,12/5/1999,12/5/1999,6,40.0,36.0,-150,100,0,0,-50,100,-110,0,100,-110,5.0,-110,0,-110,100,100
173,12/5/1999,1999,14,OAK,SEA,OAK,-1.0,41.0,,50.0,8.0,66.0,30.0,21.0,False,False,51.0,10.0,10.0,8.0,12/5/1999,12/5/1999,6,43.0,39.0,100,-150,0,0,-50,-110,100,0,-110,100,8.0,-110,0,-110,100,100
175,12/9/1999,1999,15,TEN,OAK,TEN,-3.0,40.0,,54.0,9.0,69.0,21.0,14.0,False,False,35.0,-5.0,5.0,4.0,12/9/1999,12/9/1999,3,42.0,38.0,-150,100,0,0,-50,100,-110,0,100,-110,4.0,-110,0,-110,100,100
176,12/12/1999,1999,15,BUF,NYG,BUF,-8.0,36.5,,30.0,6.0,74.0,17.0,19.0,False,False,36.0,-0.5,0.5,-6.0,12/12/1999,12/12/1999,6,38.5,34.5,100,100,0,0,200,100,-110,0,100,-110,-10.0,100,0,100,-110,-110
177,12/12/1999,1999,15,CIN,CLE,CIN,-7.0,41.0,,38.0,6.0,86.0,44.0,28.0,False,False,72.0,31.0,31.0,9.0,12/12/1999,12/12/1999,6,43.0,39.0,100,-150,0,0,-50,-110,100,0,-110,100,9.0,-110,0,-110,100,100
178,12/12/1999,1999,15,DAL,PHI,DAL,-9.0,36.5,,50.0,16.0,92.0,20.0,10.0,False,False,30.0,-6.5,6.5,1.0,12/12/1999,12/12/1999,6,38.5,34.5,-150,100,0,0,-50,100,-110,0,100,-110,1.0,-110,0,-110,100,100
179,12/12/1999,1999,15,GB,CAR,GB,-8.0,42.0,,31.0,4.0,87.0,31.0,33.0,False,False,64.0,22.0,22.0,-6.0,12/12/1999,12/12/1999,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,-10.0,100,0,100,-110,-110
180,12/12/1999,1999,15,IND,NE,IND,-7.0,46.5,DOME,72.0,0.0,,20.0,15.0,False,False,35.0,-11.5,11.5,-2.0,12/12/1999,12/12/1999,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,-2.0,100,0,100,-110,-110
181,12/12/1999,1999,15,KC,MIN,KC,-1.0,42.0,,42.0,6.0,85.0,31.0,28.0,False,False,59.0,17.0,17.0,2.0,12/12/1999,12/12/1999,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,2.0,-110,0,-110,100,100
184,12/12/1999,1999,15,PIT,BAL,PIT,-1.5,36.0,,32.0,4.0,69.0,24.0,31.0,False,False,55.0,19.0,19.0,5.5,12/12/1999,12/12/1999,6,38.0,34.0,100,-150,0,0,-50,-110,100,0,-110,100,-8.5,100,0,100,-110,-110
186,12/12/1999,1999,15,SEA,,SEA,-9.5,42.5,,72.0,0.0,,16.0,19.0,False,False,35.0,-7.5,7.5,-6.5,12/12/1999,12/12/1999,6,44.5,40.5,-150,100,0,0,-50,100,-110,0,100,-110,-12.5,100,0,100,-110,-110
187,12/12/1999,1999,15,TB,DET,TB,-4.0,36.0,,71.0,6.0,78.0,23.0,16.0,False,False,39.0,3.0,3.0,3.0,12/12/1999,12/12/1999,6,38.0,34.0,100,-150,0,0,-50,-110,100,0,-110,100,3.0,-110,0,-110,100,100
188,12/12/1999,1999,15,WAS,ARI,WAS,-5.5,46.5,,43.0,8.0,44.0,28.0,3.0,False,False,31.0,-15.5,15.5,19.5,12/12/1999,12/12/1999,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,19.5,-110,0,-110,100,100
189,12/13/1999,1999,15,JAX,DEN,JAX,-9.0,37.5,,65.0,10.0,83.0,27.0,24.0,False,False,51.0,13.5,13.5,-6.0,12/13/1999,12/13/1999,0,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
190,12/18/1999,1999,16,CAR,SF,CAR,-7.5,46.0,,43.0,5.0,54.0,41.0,24.0,False,False,65.0,19.0,19.0,9.5,12/18/1999,12/18/1999,5,48.0,44.0,100,-150,0,0,-50,-110,100,0,-110,100,9.5,-110,0,-110,100,100
191,12/18/1999,1999,16,KC,PIT,KC,-8.5,37.0,,27.0,10.0,82.0,35.0,19.0,False,False,54.0,17.0,17.0,7.5,12/18/1999,12/18/1999,5,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,7.5,-110,0,-110,100,100
193,12/19/1999,1999,16,BAL,NO,BAL,-8.5,41.5,,40.0,11.0,71.0,31.0,8.0,False,False,39.0,-2.5,2.5,14.5,12/19/1999,12/19/1999,6,43.5,39.5,-150,100,0,0,-50,100,-110,0,100,-110,14.5,-110,0,-110,100,100
196,12/19/1999,1999,16,DAL,NYJ,DAL,-6.0,35.5,,48.0,12.0,78.0,21.0,22.0,False,False,43.0,7.5,7.5,-5.0,12/19/1999,12/19/1999,6,37.5,33.5,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
197,12/19/1999,1999,16,DEN,SEA,DEN,-1.5,39.0,,30.0,14.0,53.0,36.0,30.0,False,False,66.0,27.0,27.0,4.5,12/19/1999,12/19/1999,6,41.0,37.0,100,-150,0,0,-50,-110,100,0,-110,100,4.5,-110,0,-110,100,100
198,12/19/1999,1999,16,IND,WAS,IND,-6.5,51.0,DOME,72.0,0.0,,24.0,21.0,False,False,45.0,-6.0,6.0,-3.5,12/19/1999,12/19/1999,6,53.0,49.0,-150,100,0,0,-50,100,-110,0,100,-110,-3.5,100,0,100,-110,-110
199,12/19/1999,1999,16,MIA,,MIA,-7.5,37.0,,76.0,6.0,74.0,12.0,9.0,False,False,21.0,-16.0,16.0,-4.5,12/19/1999,12/19/1999,6,39.0,35.0,-150,100,0,0,-50,100,-110,0,100,-110,-4.5,100,0,100,-110,-110
202,12/19/1999,1999,16,TEN,ATL,TEN,-10.0,37.0,,49.0,6.0,76.0,30.0,17.0,False,False,47.0,10.0,10.0,3.0,12/19/1999,12/19/1999,6,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,3.0,-110,0,-110,100,100
203,12/20/1999,1999,16,MIN,GB,MIN,-4.5,49.0,DOME,72.0,0.0,,24.0,20.0,False,False,44.0,-5.0,5.0,-0.5,12/20/1999,12/20/1999,0,51.0,47.0,-150,100,0,0,-50,100,-110,0,100,-110,-0.5,100,0,100,-110,-110
205,12/25/1999,1999,17,DET,DEN,DET,-4.5,43.5,DOME,72.0,0.0,,7.0,17.0,False,False,24.0,-19.5,19.5,5.5,12/25/1999,12/25/1999,5,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,-14.5,100,0,100,-110,-110
206,12/26/1999,1999,17,ATL,ARI,ATL,-2.0,38.0,DOME,72.0,0.0,,37.0,14.0,False,False,51.0,13.0,13.0,21.0,12/26/1999,12/26/1999,6,40.0,36.0,100,-150,0,0,-50,-110,100,0,-110,100,21.0,-110,0,-110,100,100
207,12/26/1999,1999,17,BAL,CIN,BAL,-7.0,45.5,,28.0,9.0,54.0,22.0,0.0,False,False,22.0,-23.5,23.5,15.0,12/26/1999,12/26/1999,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,15.0,-110,0,-110,100,100
213,12/26/1999,1999,17,SEA,KC,SEA,-3.0,43.0,DOME,72.0,0.0,,23.0,14.0,False,False,37.0,-6.0,6.0,6.0,12/26/1999,12/26/1999,6,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,6.0,-110,0,-110,100,100
214,12/26/1999,1999,17,TB,GB,TB,-3.5,37.0,,47.0,9.0,62.0,29.0,10.0,False,False,39.0,2.0,2.0,15.5,12/26/1999,12/26/1999,6,39.0,35.0,100,-150,0,150,100,-110,100,0,-110,100,15.5,-110,0,-110,100,100
216,12/27/1999,1999,17,MIA,NYJ,MIA,-3.5,37.0,,58.0,7.0,69.0,31.0,38.0,False,False,69.0,32.0,32.0,3.5,12/27/1999,12/27/1999,0,39.0,35.0,100,-150,0,0,-50,-110,100,0,-110,100,-10.5,100,0,100,-110,-110
218,1/2/2000,1999,18,CAR,NO,CAR,-8.5,46.5,,56.0,7.0,91.0,45.0,13.0,False,False,58.0,11.5,11.5,23.5,1/2/2000,1/2/2000,6,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,23.5,-110,0,-110,100,100
220,1/2/2000,1999,18,DAL,NYG,DAL,-6.5,37.5,,68.0,14.0,78.0,26.0,18.0,False,False,44.0,6.5,6.5,1.5,1/2/2000,1/2/2000,6,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,1.5,-110,0,-110,100,100
221,1/2/2000,1999,18,DEN,,DEN,-7.0,37.5,,32.0,10.0,58.0,6.0,12.0,False,False,18.0,-19.5,19.5,-1.0,1/2/2000,1/2/2000,6,39.5,35.5,-150,100,0,0,-50,100,-110,0,100,-110,-13.0,100,0,100,-110,-110
222,1/2/2000,1999,18,GB,ARI,GB,-7.5,38.0,,32.0,15.0,91.0,49.0,24.0,False,False,73.0,35.0,35.0,17.5,1/2/2000,1/2/2000,6,40.0,36.0,100,-150,0,0,-50,-110,100,0,-110,100,17.5,-110,0,-110,100,100
223,1/2/2000,1999,18,JAX,CIN,JAX,-9.0,39.5,,63.0,4.0,79.0,24.0,7.0,False,False,31.0,-8.5,8.5,8.0,1/2/2000,1/2/2000,6,41.5,37.5,-150,100,0,0,-50,100,-110,0,100,-110,8.0,-110,0,-110,100,100
224,1/2/2000,1999,18,KC,OAK,KC,-5.0,39.0,,50.0,18.0,59.0,38.0,41.0,False,False,79.0,40.0,40.0,-2.0,1/2/2000,1/2/2000,6,41.0,37.0,100,-150,0,0,-50,-110,100,0,-110,100,-8.0,100,0,100,-110,-110
225,1/2/2000,1999,18,MIN,DET,MIN,-7.0,48.5,DOME,72.0,0.0,,24.0,17.0,False,False,41.0,-7.5,7.5,0.0,1/2/2000,1/2/2000,6,50.5,46.5,-150,100,0,0,-50,100,-110,0,100,-110,0.0,-110,110,0,-110,0
227,1/2/2000,1999,18,NYJ,SEA,NYJ,-1.0,38.0,,48.0,7.0,89.0,19.0,9.0,False,False,28.0,-10.0,10.0,9.0,1/2/2000,1/2/2000,6,40.0,36.0,-150,100,0,0,-50,100,-110,0,100,-110,9.0,-110,0,-110,100,100
230,1/2/2000,1999,18,WAS,MIA,WAS,-3.0,44.0,,53.0,14.0,74.0,21.0,10.0,False,False,31.0,-13.0,13.0,8.0,1/2/2000,1/2/2000,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,8.0,-110,0,-110,100,100
231,1/3/2000,1999,18,ATL,SF,ATL,-6.5,46.5,DOME,72.0,0.0,,34.0,29.0,False,False,63.0,16.5,16.5,-1.5,1/3/2000,1/3/2000,0,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,-1.5,100,0,100,-110,-110
232,1/8/2000,1999,18,TEN,BUF,TEN,-5.0,39.0,,,,,22.0,16.0,False,True,38.0,-1.0,1.0,1.0,1/8/2000,1/8/2000,5,41.0,37.0,100,100,0,0,200,100,-110,0,100,-110,1.0,-110,0,-110,100,100
233,1/8/2000,1999,18,WAS,DET,WAS,-6.0,46.0,,,,,27.0,13.0,False,True,40.0,-6.0,6.0,8.0,1/8/2000,1/8/2000,5,48.0,44.0,-150,100,0,0,-50,100,-110,0,100,-110,8.0,-110,0,-110,100,100
234,1/9/2000,1999,18,MIN,DAL,MIN,-7.0,46.5,,,,,27.0,10.0,False,True,37.0,-9.5,9.5,10.0,1/9/2000,1/9/2000,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,10.0,-110,0,-110,100,100
235,1/9/2000,1999,18,SEA,MIA,SEA,-3.5,39.0,,,,,17.0,20.0,False,True,37.0,-2.0,2.0,-0.5,1/9/2000,1/9/2000,6,41.0,37.0,-150,100,150,0,100,100,-110,0,100,-110,-6.5,100,0,100,-110,-110
236,1/15/2000,1999,19,JAX,MIA,JAX,-8.0,37.5,,,,,62.0,7.0,False,True,69.0,31.5,31.5,47.0,1/15/2000,1/15/2000,5,39.5,35.5,100,-150,0,0,-50,-110,100,0,-110,100,47.0,-110,0,-110,100,100
237,1/15/2000,1999,19,TB,WAS,TB,-4.5,38.0,,,,,14.0,13.0,False,True,27.0,-11.0,11.0,-3.5,1/15/2000,1/15/2000,5,40.0,36.0,-150,100,0,0,-50,100,-110,0,100,-110,-3.5,100,0,100,-110,-110
238,1/16/2000,1999,19,IND,TEN,IND,-5.5,46.5,,,,,16.0,19.0,False,True,35.0,-11.5,11.5,-2.5,1/16/2000,1/16/2000,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,-8.5,100,0,100,-110,-110
239,1/23/2000,1999,20,JAX,TEN,JAX,-7.0,39.5,,,,,14.0,33.0,False,True,47.0,7.5,7.5,12.0,1/23/2000,1/23/2000,6,41.5,37.5,100,-150,0,0,-50,-110,100,0,-110,100,-26.0,100,0,100,-110,-110
240,9/3/2000,2000,1,ATL,SF,ATL,-6.5,46.5,DOME,72.0,0.0,,36.0,28.0,False,False,64.0,17.5,17.5,1.5,9/3/2000,9/3/2000,6,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,1.5,-110,0,-110,100,100
241,9/3/2000,2000,1,BUF,TEN,BUF,-1.0,40.0,,70.0,7.0,82.0,16.0,13.0,False,False,29.0,-11.0,11.0,2.0,9/3/2000,9/3/2000,6,42.0,38.0,-150,100,0,0,-50,100,-110,0,100,-110,2.0,-110,0,-110,100,100
243,9/3/2000,2000,1,DAL,PHI,DAL,-6.0,39.5,,95.0,7.0,32.0,14.0,41.0,False,False,55.0,15.5,15.5,21.0,9/3/2000,9/3/2000,6,41.5,37.5,100,-150,0,0,-50,-110,100,0,-110,100,-33.0,100,0,100,-110,-110
244,9/3/2000,2000,1,GB,NYJ,GB,-2.5,44.0,,69.0,13.0,87.0,16.0,20.0,False,False,36.0,-8.0,8.0,1.5,9/3/2000,9/3/2000,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.5,100,0,100,-110,-110
246,9/3/2000,2000,1,MIA,SEA,MIA,-2.0,36.0,,84.0,9.0,74.0,23.0,0.0,False,False,23.0,-13.0,13.0,21.0,9/3/2000,9/3/2000,6,38.0,34.0,-150,100,0,0,-50,100,-110,0,100,-110,21.0,-110,0,-110,100,100
247,9/3/2000,2000,1,MIN,CHI,MIN,-4.5,46.5,DOME,72.0,0.0,,30.0,27.0,False,False,57.0,10.5,10.5,-1.5,9/3/2000,9/3/2000,6,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,-1.5,100,0,100,-110,-110
250,9/3/2000,2000,1,NYG,ARI,NYG,-6.5,40.0,,78.0,7.0,84.0,21.0,16.0,False,False,37.0,-3.0,3.0,-1.5,9/3/2000,9/3/2000,6,42.0,38.0,-150,100,0,0,-50,100,-110,0,100,-110,-1.5,100,0,100,-110,-110
251,9/3/2000,2000,1,OAK,,OAK,-6.5,39.5,,60.0,12.0,77.0,9.0,6.0,False,False,15.0,-24.5,24.5,-3.5,9/3/2000,9/3/2000,6,41.5,37.5,-150,100,0,0,-50,100,-110,0,100,-110,-3.5,100,0,100,-110,-110
253,9/3/2000,2000,1,WAS,CAR,WAS,-10.5,47.5,,76.0,7.0,92.0,20.0,17.0,False,False,37.0,-10.5,10.5,-7.5,9/3/2000,9/3/2000,6,49.5,45.5,-150,100,0,0,-50,100,-110,0,100,-110,-7.5,100,0,100,-110,-110
254,9/10/2000,2000,2,ARI,DAL,ARI,-3.0,38.5,,92.0,5.0,31.0,32.0,31.0,False,False,63.0,24.5,24.5,-2.0,9/10/2000,9/10/2000,6,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,-2.0,100,0,100,-110,-110
255,9/10/2000,2000,2,BAL,JAX,BAL,-3.0,36.5,,74.0,4.0,80.0,39.0,36.0,False,False,75.0,38.5,38.5,0.0,9/10/2000,9/10/2000,6,38.5,34.5,100,-150,0,0,-50,-110,100,0,-110,100,0.0,-110,110,0,-110,0
256,9/10/2000,2000,2,BUF,GB,BUF,-6.0,38.5,,73.0,7.0,80.0,27.0,18.0,False,False,45.0,6.5,6.5,3.0,9/10/2000,9/10/2000,6,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,3.0,-110,0,-110,100,100
257,9/10/2000,2000,2,CIN,CLE,CIN,-6.0,40.5,,74.0,7.0,91.0,7.0,24.0,False,False,31.0,-9.5,9.5,11.0,9/10/2000,9/10/2000,6,42.5,38.5,-150,100,0,0,-50,100,-110,0,100,-110,-23.0,100,0,100,-110,-110
258,9/10/2000,2000,2,DEN,ATL,DEN,-4.5,47.0,,71.0,10.0,26.0,42.0,14.0,False,False,56.0,9.0,9.0,23.5,9/10/2000,9/10/2000,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,23.5,-110,0,-110,100,100
260,9/10/2000,2000,2,IND,OAK,IND,-6.5,44.0,DOME,72.0,0.0,,31.0,38.0,False,False,69.0,25.0,25.0,0.5,9/10/2000,9/10/2000,6,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,-13.5,100,0,100,-110,-110
261,9/10/2000,2000,2,MIN,MIA,MIN,-3.0,42.5,DOME,72.0,0.0,,13.0,7.0,False,False,20.0,-22.5,22.5,3.0,9/10/2000,9/10/2000,6,44.5,40.5,-150,100,0,0,-50,100,-110,0,100,-110,3.0,-110,0,-110,100,100
262,9/10/2000,2000,2,PHI,NYG,PHI,-3.0,39.5,,74.0,7.0,82.0,18.0,33.0,False,False,51.0,11.5,11.5,12.0,9/10/2000,9/10/2000,6,41.5,37.5,100,-150,0,0,-50,-110,100,0,-110,100,-18.0,100,0,100,-110,-110
265,9/10/2000,2000,2,TB,CHI,TB,-7.0,36.5,,82.0,9.0,76.0,41.0,0.0,False,False,41.0,4.5,4.5,34.0,9/10/2000,9/10/2000,6,38.5,34.5,100,-150,0,0,-50,-110,100,0,-110,100,34.0,-110,0,-110,100,100
266,9/10/2000,2000,2,TEN,KC,TEN,-8.5,38.5,,78.0,8.0,71.0,17.0,14.0,False,False,31.0,-7.5,7.5,-5.5,9/10/2000,9/10/2000,6,40.5,36.5,-150,100,0,0,-50,100,-110,0,100,-110,-5.5,100,0,100,-110,-110
267,9/11/2000,2000,2,NYJ,NE,NYJ,-6.5,39.5,,73.0,9.0,74.0,20.0,19.0,False,False,39.0,-0.5,0.5,-5.5,9/11/2000,9/11/2000,0,41.5,37.5,100,100,0,0,200,100,-110,0,100,-110,-5.5,100,0,100,-110,-110
268,9/17/2000,2000,3,CAR,ATL,CAR,-6.0,48.5,,59.0,8.0,64.0,10.0,15.0,False,False,25.0,-23.5,23.5,-1.0,9/17/2000,9/17/2000,6,50.5,46.5,-150,100,0,0,-50,100,-110,0,100,-110,-11.0,100,0,100,-110,-110
269,9/17/2000,2000,3,CHI,NYG,CHI,-2.0,42.0,,64.0,10.0,52.0,7.0,14.0,False,False,21.0,-21.0,21.0,5.0,9/17/2000,9/17/2000,6,44.0,40.0,-150,100,0,0,-50,100,-110,0,100,-110,-9.0,100,0,100,-110,-110
272,9/17/2000,2000,3,GB,PHI,GB,-4.0,42.5,,60.0,9.0,63.0,6.0,3.0,False,False,9.0,-33.5,33.5,-1.0,9/17/2000,9/17/2000,6,44.5,40.5,-150,100,0,0,-50,100,-110,0,100,-110,-1.0,100,0,100,-110,-110
273,9/17/2000,2000,3,JAX,CIN,JAX,-13.0,41.0,,74.0,12.0,88.0,13.0,0.0,False,False,13.0,-28.0,28.0,0.0,9/17/2000,9/17/2000,6,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,0.0,-110,110,0,-110,0
274,9/17/2000,2000,3,KC,,KC,-4.5,35.5,,69.0,9.0,44.0,42.0,10.0,False,False,52.0,16.5,16.5,27.5,9/17/2000,9/17/2000,6,37.5,33.5,100,-150,0,0,-50,-110,100,0,-110,100,27.5,-110,0,-110,100,100
276,9/17/2000,2000,3,NE,MIN,NE,-1.5,42.5,,59.0,16.0,61.0,13.0,21.0,False,False,34.0,-8.5,8.5,6.5,9/17/2000,9/17/2000,6,44.5,40.5,-150,100,0,0,-50,100,-110,0,100,-110,-9.5,100,0,100,-110,-110
277,9/17/2000,2000,3,NYJ,BUF,NYJ,-1.0,38.5,,63.0,13.0,51.0,27.0,14.0,False,False,41.0,2.5,2.5,12.0,9/17/2000,9/17/2000,6,40.5,36.5,100,-150,0,0,-50,-110,100,0,-110,100,12.0,-110,0,-110,100,100
278,9/17/2000,2000,3,OAK,DEN,OAK,-3.0,44.0,,68.0,8.0,74.0,24.0,33.0,False,False,57.0,13.0,13.0,6.0,9/17/2000,9/17/2000,6,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,-12.0,100,0,100,-110,-110
279,9/17/2000,2000,3,SEA,NO,SEA,-6.0,40.0,,62.0,5.0,83.0,20.0,10.0,False,False,30.0,-10.0,10.0,4.0,9/17/2000,9/17/2000,6,42.0,38.0,-150,100,0,0,-50,100,-110,0,100,-110,4.0,-110,0,-110,100,100
280,9/18/2000,2000,3,WAS,DAL,WAS,-10.5,44.0,,63.0,8.0,74.0,21.0,27.0,False,False,48.0,4.0,4.0,-4.5,9/18/2000,9/18/2000,0,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,-16.5,100,0,100,-110,-110
