,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,under,over,over_under_tie_credit,under_result,over_result,to_spread,usd,cred,result,away_dogs_,away_dogs
3749,9/14/2014,2014,2,DEN,KC,DEN,-13.0,49.0,Rain,82.0,14.0,,24.0,17.0,False,False,41.0,-8.0,8.0,-6.0,9/14/2014,9/14/2014,6,51.0,47.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.0,100,0,100,-110,-110
3750,9/14/2014,2014,2,GB,NYJ,GB,-7.0,46.5,,63.0,11.0,,31.0,24.0,False,False,55.0,8.5,8.5,0.0,9/14/2014,9/14/2014,6,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,0.0,-110,110,0,-110,0
3752,9/14/2014,2014,2,NYG,ARI,NYG,-1.0,41.5,,71.0,5.0,,14.0,25.0,False,False,39.0,-2.5,2.5,10.0,9/14/2014,9/14/2014,6,43.5,39.5,-150,100,0,0,-50,100,-110,0,100,-110,-12.0,100,0,100,-110,-110
3754,9/14/2014,2014,2,SF,CHI,SF,-7.0,47.5,,73.0,9.0,,20.0,28.0,False,False,48.0,0.5,0.5,1.0,9/14/2014,9/14/2014,6,49.5,45.5,100,100,0,0,200,-110,100,0,-110,100,-15.0,100,0,100,-110,-110
3755,9/14/2014,2014,2,TB,,TB,-4.0,37.5,,78.0,0.0,,17.0,19.0,False,False,36.0,-1.5,1.5,-2.0,9/14/2014,9/14/2014,6,39.5,35.5,100,100,0,0,200,100,-110,0,100,-110,-6.0,100,0,100,-110,-110
3756,9/14/2014,2014,2,TEN,DAL,TEN,-3.0,49.5,,77.0,6.0,,10.0,26.0,False,False,36.0,-13.5,13.5,13.0,9/14/2014,9/14/2014,6,51.5,47.5,-150,100,0,0,-50,100,-110,0,100,-110,-19.0,100,0,100,-110,-110
3757,9/14/2014,2014,2,WAS,JAX,WAS,-5.0,43.0,,67.0,4.0,,41.0,10.0,False,False,51.0,8.0,8.0,26.0,9/14/2014,9/14/2014,6,45.0,41.0,100,-150,0,0,-50,-110,100,0,-110,100,26.0,-110,0,-110,100,100
3758,9/15/2014,2014,2,IND,PHI,IND,-3.0,54.0,DOME,72.0,0.0,,27.0,30.0,False,False,57.0,3.0,3.0,0.0,9/15/2014,9/15/2014,0,56.0,52.0,100,-150,0,0,-50,-110,100,0,-110,100,-6.0,100,0,100,-110,-110
3759,9/18/2014,2014,3,ATL,TB,ATL,-6.5,47.0,DOME,72.0,0.0,,56.0,14.0,False,False,70.0,23.0,23.0,35.5,9/18/2014,9/18/2014,3,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,35.5,-110,0,-110,100,100
3761,9/21/2014,2014,3,BUF,,BUF,-2.5,45.5,,72.0,16.0,,10.0,22.0,False,False,32.0,-13.5,13.5,9.5,9/21/2014,9/21/2014,6,47.5,43.5,-150,100,0,0,-50,100,-110,0,100,-110,-14.5,100,0,100,-110,-110
3762,9/21/2014,2014,3,CAR,PIT,CAR,-3.0,42.5,,74.0,3.0,,19.0,37.0,False,False,56.0,13.5,13.5,15.0,9/21/2014,9/21/2014,6,44.5,40.5,100,-150,0,0,-50,-110,100,0,-110,100,-21.0,100,0,100,-110,-110
3763,9/21/2014,2014,3,CIN,TEN,CIN,-6.5,44.5,,79.0,14.0,,33.0,7.0,False,False,40.0,-4.5,4.5,19.5,9/21/2014,9/21/2014,6,46.5,42.5,-150,100,0,0,-50,100,-110,0,100,-110,19.5,-110,0,-110,100,100
3765,9/21/2014,2014,3,DET,GB,DET,-1.5,52.0,DOME,72.0,0.0,,19.0,7.0,False,False,26.0,-26.0,26.0,10.5,9/21/2014,9/21/2014,6,54.0,50.0,-150,100,0,0,-50,100,-110,0,100,-110,10.5,-110,0,-110,100,100
3767,9/21/2014,2014,3,MIA,KC,MIA,-6.0,42.5,,84.0,8.0,,15.0,34.0,False,False,49.0,6.5,6.5,13.0,9/21/2014,9/21/2014,6,44.5,40.5,100,-150,0,0,-50,-110,100,0,-110,100,-25.0,100,0,100,-110,-110
3768,9/21/2014,2014,3,NE,OAK,NE,-14.0,47.0,,78.0,7.0,,16.0,9.0,False,False,25.0,-22.0,22.0,-7.0,9/21/2014,9/21/2014,6,49.0,45.0,-150,100,0,0,-50,100,-110,0,100,-110,-7.0,100,0,100,-110,-110
3769,9/21/2014,2014,3,NO,MIN,NO,-10.0,49.5,DOME,72.0,0.0,,20.0,9.0,False,False,29.0,-20.5,20.5,1.0,9/21/2014,9/21/2014,6,51.5,47.5,-150,100,0,0,-50,100,-110,0,100,-110,1.0,-110,0,-110,100,100
3770,9/21/2014,2014,3,NYG,HOU,NYG,-1.0,41.5,Fog,76.0,0.0,,30.0,17.0,False,False,47.0,5.5,5.5,12.0,9/21/2014,9/21/2014,6,43.5,39.5,100,-150,0,0,-50,-110,100,0,-110,100,12.0,-110,0,-110,100,100
3771,9/21/2014,2014,3,PHI,WAS,PHI,-4.0,50.0,,76.0,4.0,,37.0,34.0,False,False,71.0,21.0,21.0,-1.0,9/21/2014,9/21/2014,6,52.0,48.0,100,-150,0,0,-50,-110,100,0,-110,100,-1.0,100,0,100,-110,-110
3772,9/21/2014,2014,3,SEA,DEN,SEA,-4.0,48.0,,83.0,6.0,,26.0,20.0,False,False,46.0,-2.0,2.0,2.0,9/21/2014,9/21/2014,6,50.0,46.0,-150,100,150,0,100,100,-110,0,100,-110,2.0,-110,0,-110,100,100
3773,9/22/2014,2014,3,NYJ,CHI,NYJ,-1.5,45.0,,56.0,4.0,,19.0,27.0,False,False,46.0,1.0,1.0,6.5,9/22/2014,9/22/2014,0,47.0,43.0,100,100,0,0,200,-110,100,0,-110,100,-9.5,100,0,100,-110,-110
3774,9/25/2014,2014,4,WAS,NYG,WAS,-3.0,44.5,,63.0,7.0,,14.0,45.0,False,False,59.0,14.5,14.5,28.0,9/25/2014,9/25/2014,3,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,-34.0,100,0,100,-110,-110
3775,9/28/2014,2014,4,BAL,CAR,BAL,-3.5,42.0,,79.0,0.0,,38.0,10.0,False,False,48.0,6.0,6.0,24.5,9/28/2014,9/28/2014,6,44.0,40.0,100,-150,0,0,-50,-110,100,0,-110,100,24.5,-110,0,-110,100,100
3778,9/28/2014,2014,4,HOU,BUF,HOU,-3.0,44.0,,86.0,4.0,,23.0,17.0,False,False,40.0,-4.0,4.0,3.0,9/28/2014,9/28/2014,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,3.0,-110,0,-110,100,100
3779,9/28/2014,2014,4,IND,TEN,IND,-7.5,46.0,DOME,72.0,0.0,,41.0,17.0,False,False,58.0,12.0,12.0,16.5,9/28/2014,9/28/2014,6,48.0,44.0,100,-150,0,0,-50,-110,100,0,-110,100,16.5,-110,0,-110,100,100
3781,9/28/2014,2014,4,NYJ,DET,NYJ,-2.0,44.0,,85.0,6.0,,17.0,24.0,False,False,41.0,-3.0,3.0,5.0,9/28/2014,9/28/2014,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-9.0,100,0,100,-110,-110
3783,9/28/2014,2014,4,PIT,TB,PIT,-7.5,45.0,,73.0,6.0,,24.0,27.0,False,False,51.0,6.0,6.0,-4.5,9/28/2014,9/28/2014,6,47.0,43.0,100,-150,0,0,-50,-110,100,0,-110,100,-10.5,100,0,100,-110,-110
3784,9/28/2014,2014,4,SF,PHI,SF,-3.5,49.5,,75.0,7.0,,26.0,21.0,False,False,47.0,-2.5,2.5,1.5,9/28/2014,9/28/2014,6,51.5,47.5,-150,100,0,0,-50,100,-110,0,100,-110,1.5,-110,0,-110,100,100
3786,10/2/2014,2014,5,GB,MIN,GB,-8.5,46.5,Fog,63.0,7.0,,42.0,10.0,False,False,52.0,5.5,5.5,23.5,10/2/2014,10/2/2014,3,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,23.5,-110,0,-110,100,100
3787,10/5/2014,2014,5,CAR,CHI,CAR,-1.5,47.0,,63.0,7.0,,31.0,24.0,False,False,55.0,8.0,8.0,5.5,10/5/2014,10/5/2014,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,5.5,-110,0,-110,100,100
3788,10/5/2014,2014,5,DAL,HOU,DAL,-5.0,48.0,DOME,72.0,0.0,,20.0,17.0,False,False,37.0,-11.0,11.0,-2.0,10/5/2014,10/5/2014,6,50.0,46.0,-150,100,0,0,-50,100,-110,0,100,-110,-2.0,100,0,100,-110,-110
3789,10/5/2014,2014,5,DEN,ARI,DEN,-8.0,47.5,,72.0,8.0,,41.0,20.0,False,False,61.0,13.5,13.5,13.0,10/5/2014,10/5/2014,6,49.5,45.5,100,-150,0,0,-50,-110,100,0,-110,100,13.0,-110,0,-110,100,100
3790,10/5/2014,2014,5,DET,BUF,DET,-4.5,43.5,DOME,72.0,0.0,,14.0,17.0,False,False,31.0,-12.5,12.5,-1.5,10/5/2014,10/5/2014,6,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,-7.5,100,0,100,-110,-110
3791,10/5/2014,2014,5,IND,BAL,IND,-2.5,49.5,DOME,72.0,0.0,,20.0,13.0,False,False,33.0,-16.5,16.5,4.5,10/5/2014,10/5/2014,6,51.5,47.5,-150,100,0,0,-50,100,-110,0,100,-110,4.5,-110,0,-110,100,100
3794,10/5/2014,2014,5,NO,TB,NO,-11.0,48.0,DOME,72.0,0.0,,37.0,31.0,False,False,68.0,20.0,20.0,-5.0,10/5/2014,10/5/2014,6,50.0,46.0,100,-150,0,0,-50,-110,100,0,-110,100,-5.0,100,0,100,-110,-110
3795,10/5/2014,2014,5,NYG,ATL,NYG,-4.0,50.5,,61.0,6.0,,30.0,20.0,False,False,50.0,-0.5,0.5,6.0,10/5/2014,10/5/2014,6,52.5,48.5,100,100,0,0,200,100,-110,0,100,-110,6.0,-110,0,-110,100,100
3796,10/5/2014,2014,5,PHI,,PHI,-3.5,48.0,,60.0,6.0,,34.0,28.0,False,False,62.0,14.0,14.0,2.5,10/5/2014,10/5/2014,6,50.0,46.0,100,-150,0,0,-50,-110,100,0,-110,100,2.5,-110,0,-110,100,100
3797,10/5/2014,2014,5,SF,KC,SF,-4.0,43.5,,88.0,6.0,,22.0,17.0,False,False,39.0,-4.5,4.5,1.0,10/5/2014,10/5/2014,6,45.5,41.5,-150,100,0,0,-50,100,-110,0,100,-110,1.0,-110,0,-110,100,100
3801,10/12/2014,2014,6,ARI,WAS,ARI,-5.0,46.5,DOME,72.0,0.0,,30.0,20.0,False,False,50.0,3.5,3.5,5.0,10/12/2014,10/12/2014,6,48.5,44.5,100,-150,0,0,-50,-110,100,0,-110,100,5.0,-110,0,-110,100,100
3802,10/12/2014,2014,6,ATL,CHI,ATL,-3.5,56.0,DOME,72.0,0.0,,13.0,27.0,False,False,40.0,-16.0,16.0,10.5,10/12/2014,10/12/2014,6,58.0,54.0,-150,100,0,0,-50,100,-110,0,100,-110,-17.5,100,0,100,-110,-110
3803,10/12/2014,2014,6,BUF,NE,BUF,-1.0,44.5,,59.0,3.0,,22.0,37.0,False,False,59.0,14.5,14.5,14.0,10/12/2014,10/12/2014,6,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,-16.0,100,0,100,-110,-110
3804,10/12/2014,2014,6,CIN,CAR,CIN,-7.0,44.0,,62.0,6.0,,37.0,37.0,False,False,74.0,30.0,30.0,-7.0,10/12/2014,10/12/2014,6,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.0,100,0,100,-110,-110
3805,10/12/2014,2014,6,CLE,PIT,CLE,-2.5,46.5,,64.0,7.0,,31.0,10.0,False,False,41.0,-5.5,5.5,18.5,10/12/2014,10/12/2014,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,18.5,-110,0,-110,100,100
3807,10/12/2014,2014,6,MIN,DET,MIN,-1.0,43.0,,61.0,20.0,,3.0,17.0,False,False,20.0,-23.0,23.0,13.0,10/12/2014,10/12/2014,6,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,-15.0,100,0,100,-110,-110
3810,10/12/2014,2014,6,PHI,NYG,PHI,-1.0,51.0,,57.0,5.0,,27.0,0.0,False,False,27.0,-24.0,24.0,26.0,10/12/2014,10/12/2014,6,53.0,49.0,-150,100,0,0,-50,100,-110,0,100,-110,26.0,-110,0,-110,100,100
3811,10/12/2014,2014,6,SEA,DAL,SEA,-10.0,47.0,,66.0,5.0,,23.0,30.0,False,False,53.0,6.0,6.0,-3.0,10/12/2014,10/12/2014,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,-17.0,100,0,100,-110,-110
3813,10/12/2014,2014,6,TEN,JAX,TEN,-4.0,42.5,,74.0,7.0,,16.0,14.0,False,False,30.0,-12.5,12.5,-2.0,10/12/2014,10/12/2014,6,44.5,40.5,-150,100,0,0,-50,100,-110,0,100,-110,-2.0,100,0,100,-110,-110
3814,10/16/2014,2014,7,NE,NYJ,NE,-9.5,44.5,,63.0,5.0,,27.0,25.0,False,False,52.0,7.5,7.5,-7.5,10/16/2014,10/16/2014,3,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,-7.5,100,0,100,-110,-110
3815,10/19/2014,2014,7,BAL,ATL,BAL,-7.0,50.0,,57.0,0.0,,29.0,7.0,False,False,36.0,-14.0,14.0,15.0,10/19/2014,10/19/2014,6,52.0,48.0,-150,100,0,0,-50,100,-110,0,100,-110,15.0,-110,0,-110,100,100
3816,10/19/2014,2014,7,BUF,MIN,BUF,-7.0,43.0,,45.0,8.0,,17.0,16.0,False,False,33.0,-10.0,10.0,-6.0,10/19/2014,10/19/2014,6,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.0,100,0,100,-110,-110
3817,10/19/2014,2014,7,CHI,MIA,CHI,-3.0,48.0,,55.0,12.0,,14.0,27.0,False,False,41.0,-7.0,7.0,10.0,10/19/2014,10/19/2014,6,50.0,46.0,-150,100,0,0,-50,100,-110,0,100,-110,-16.0,100,0,100,-110,-110
3818,10/19/2014,2014,7,DAL,NYG,DAL,-5.0,47.0,DOME,72.0,0.0,,31.0,21.0,False,False,52.0,5.0,5.0,5.0,10/19/2014,10/19/2014,6,49.0,45.0,100,-150,0,0,-50,-110,100,0,-110,100,5.0,-110,0,-110,100,100
3819,10/19/2014,2014,7,DEN,SF,DEN,-7.0,48.5,,63.0,0.0,,42.0,17.0,False,False,59.0,10.5,10.5,18.0,10/19/2014,10/19/2014,6,50.5,46.5,100,-150,0,0,-50,-110,100,0,-110,100,18.0,-110,0,-110,100,100
3820,10/19/2014,2014,7,DET,NO,DET,-1.5,46.5,DOME,72.0,0.0,,24.0,23.0,False,False,47.0,0.5,0.5,-0.5,10/19/2014,10/19/2014,6,48.5,44.5,100,100,0,0,200,-110,100,0,-110,100,-0.5,100,0,100,-110,-110
3821,10/19/2014,2014,7,GB,CAR,GB,-6.5,49.5,,53.0,11.0,,38.0,17.0,False,False,55.0,5.5,5.5,14.5,10/19/2014,10/19/2014,6,51.5,47.5,100,-150,0,0,-50,-110,100,0,-110,100,14.5,-110,0,-110,100,100
3822,10/19/2014,2014,7,IND,CIN,IND,-3.0,50.5,DOME,72.0,0.0,,27.0,0.0,False,False,27.0,-23.5,23.5,24.0,10/19/2014,10/19/2014,6,52.5,48.5,-150,100,0,0,-50,100,-110,0,100,-110,24.0,-110,0,-110,100,100
3825,10/19/2014,2014,7,WAS,TEN,WAS,-6.0,46.5,,57.0,16.0,,19.0,17.0,False,False,36.0,-10.5,10.5,-4.0,10/19/2014,10/19/2014,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,-4.0,100,0,100,-110,-110
3826,10/20/2014,2014,7,PIT,HOU,PIT,-3.0,44.5,Rain,51.0,8.0,,30.0,23.0,False,False,53.0,8.5,8.5,4.0,10/20/2014,10/20/2014,0,46.5,42.5,100,-150,0,0,-50,-110,100,0,-110,100,4.0,-110,0,-110,100,100
3827,10/23/2014,2014,8,DEN,,DEN,-9.0,51.0,,61.0,3.0,,35.0,21.0,False,False,56.0,5.0,5.0,5.0,10/23/2014,10/23/2014,3,53.0,49.0,100,-150,0,0,-50,-110,100,0,-110,100,5.0,-110,0,-110,100,100
3828,10/26/2014,2014,8,ARI,PHI,ARI,-1.0,48.5,DOME,72.0,0.0,,24.0,20.0,False,False,44.0,-4.5,4.5,3.0,10/26/2014,10/26/2014,6,50.5,46.5,-150,100,0,0,-50,100,-110,0,100,-110,3.0,-110,0,-110,100,100
3832,10/26/2014,2014,8,CLE,OAK,CLE,-6.5,44.5,,54.0,9.0,,23.0,13.0,False,False,36.0,-8.5,8.5,3.5,10/26/2014,10/26/2014,6,46.5,42.5,-150,100,0,0,-50,100,-110,0,100,-110,3.5,-110,0,-110,100,100
3834,10/26/2014,2014,8,KC,,KC,-7.5,44.0,,85.0,13.0,,34.0,7.0,False,False,41.0,-3.0,3.0,19.5,10/26/2014,10/26/2014,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,19.5,-110,0,-110,100,100
3835,10/26/2014,2014,8,NE,CHI,NE,-6.0,52.0,,57.0,14.0,,51.0,23.0,False,False,74.0,22.0,22.0,22.0,10/26/2014,10/26/2014,6,54.0,50.0,100,-150,0,0,-50,-110,100,0,-110,100,22.0,-110,0,-110,100,100
3836,10/26/2014,2014,8,NO,GB,NO,-2.0,55.5,DOME,72.0,0.0,,44.0,23.0,False,False,67.0,11.5,11.5,19.0,10/26/2014,10/26/2014,6,57.5,53.5,100,-150,0,0,-50,-110,100,0,-110,100,19.0,-110,0,-110,100,100
3837,10/26/2014,2014,8,NYJ,BUF,NYJ,-3.0,40.5,,61.0,19.0,,23.0,43.0,False,False,66.0,25.5,25.5,17.0,10/26/2014,10/26/2014,6,42.5,38.5,100,-150,0,0,-50,-110,100,0,-110,100,-23.0,100,0,100,-110,-110
3839,10/26/2014,2014,8,TB,MIN,TB,-1.0,43.0,,78.0,7.0,,13.0,19.0,False,False,32.0,-11.0,11.0,5.0,10/26/2014,10/26/2014,6,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,-7.0,100,0,100,-110,-110
3841,10/27/2014,2014,8,DAL,WAS,DAL,-9.5,49.0,DOME,72.0,0.0,,17.0,20.0,False,False,37.0,-12.0,12.0,-6.5,10/27/2014,10/27/2014,0,51.0,47.0,-150,100,0,0,-50,100,-110,0,100,-110,-12.5,100,0,100,-110,-110
3843,11/2/2014,2014,9,CIN,JAX,CIN,-10.0,43.5,,46.0,4.0,,33.0,23.0,False,False,56.0,12.5,12.5,0.0,11/2/2014,11/2/2014,6,45.5,41.5,100,-150,0,0,-50,-110,100,0,-110,100,0.0,-110,110,0,-110,0
3844,11/2/2014,2014,9,CLE,TB,CLE,-7.0,44.0,,42.0,8.0,,22.0,17.0,False,False,39.0,-5.0,5.0,-2.0,11/2/2014,11/2/2014,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-2.0,100,0,100,-110,-110
3845,11/2/2014,2014,9,DAL,ARI,DAL,-1.5,45.0,DOME,64.0,0.0,,17.0,28.0,False,False,45.0,0.0,0.0,9.5,11/2/2014,11/2/2014,6,47.0,43.0,100,100,0,0,200,-110,-110,110,0,0,-12.5,100,0,100,-110,-110
3847,11/2/2014,2014,9,KC,NYJ,KC,-9.5,41.5,,64.0,20.0,,24.0,10.0,False,False,34.0,-7.5,7.5,4.5,11/2/2014,11/2/2014,6,43.5,39.5,-150,100,0,0,-50,100,-110,0,100,-110,4.5,-110,0,-110,100,100
3848,11/2/2014,2014,9,MIA,,MIA,-3.0,45.0,,69.0,5.0,,37.0,0.0,False,False,37.0,-8.0,8.0,34.0,11/2/2014,11/2/2014,6,47.0,43.0,-150,100,0,0,-50,100,-110,0,100,-110,34.0,-110,0,-110,100,100
3851,11/2/2014,2014,9,PIT,BAL,PIT,-2.5,48.0,,37.0,5.0,,43.0,23.0,False,False,66.0,18.0,18.0,17.5,11/2/2014,11/2/2014,6,50.0,46.0,100,-150,0,0,-50,-110,100,0,-110,100,17.5,-110,0,-110,100,100
3852,11/2/2014,2014,9,SF,,SF,-10.5,44.0,,64.0,10.0,,10.0,13.0,False,False,23.0,-21.0,21.0,-7.5,11/2/2014,11/2/2014,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-13.5,100,0,100,-110,-110
3853,11/2/2014,2014,9,SEA,OAK,SEA,-13.5,44.0,Rain,56.0,7.0,,30.0,24.0,False,False,54.0,10.0,10.0,-7.5,11/2/2014,11/2/2014,6,46.0,42.0,100,-150,0,0,-50,-110,100,0,-110,100,-7.5,100,0,100,-110,-110
3855,11/6/2014,2014,10,CIN,CLE,CIN,-6.5,46.0,,43.0,0.0,,3.0,24.0,False,False,27.0,-19.0,19.0,14.5,11/6/2014,11/6/2014,3,48.0,44.0,-150,100,0,0,-50,100,-110,0,100,-110,-27.5,100,0,100,-110,-110
3856,11/9/2014,2014,10,ARI,,ARI,-7.0,43.5,DOME,72.0,0.0,,31.0,14.0,False,False,45.0,1.5,1.5,10.0,11/9/2014,11/9/2014,6,45.5,41.5,100,100,0,0,200,-110,100,0,-110,100,10.0,-110,0,-110,100,100
3857,11/9/2014,2014,10,BAL,TEN,BAL,-10.5,44.0,,57.0,0.0,,21.0,7.0,False,False,28.0,-16.0,16.0,3.5,11/9/2014,11/9/2014,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,3.5,-110,0,-110,100,100
3858,11/9/2014,2014,10,BUF,KC,BUF,-2.0,42.0,Rain,41.0,11.0,,13.0,17.0,False,False,30.0,-12.0,12.0,2.0,11/9/2014,11/9/2014,6,44.0,40.0,-150,100,0,0,-50,100,-110,0,100,-110,-6.0,100,0,100,-110,-110
3859,11/9/2014,2014,10,DET,MIA,DET,-3.0,43.0,DOME,72.0,0.0,,20.0,16.0,False,False,36.0,-7.0,7.0,1.0,11/9/2014,11/9/2014,6,45.0,41.0,-150,100,0,0,-50,100,-110,0,100,-110,1.0,-110,0,-110,100,100
3860,11/9/2014,2014,10,GB,CHI,GB,-9.5,54.0,,32.0,6.0,,55.0,14.0,False,False,69.0,15.0,15.0,31.5,11/9/2014,11/9/2014,6,56.0,52.0,100,-150,0,0,-50,-110,100,0,-110,100,31.5,-110,0,-110,100,100
3862,11/9/2014,2014,10,NO,SF,NO,-6.0,49.5,DOME,72.0,0.0,,24.0,27.0,False,False,51.0,1.5,1.5,-3.0,11/9/2014,11/9/2014,6,51.5,47.5,100,100,0,0,200,-110,100,0,-110,100,-9.0,100,0,100,-110,-110
3865,11/9/2014,2014,10,SEA,NYG,SEA,-9.0,45.0,Rain,56.0,0.0,,38.0,17.0,False,False,55.0,10.0,10.0,12.0,11/9/2014,11/9/2014,6,47.0,43.0,100,-150,0,0,-50,-110,100,0,-110,100,12.0,-110,0,-110,100,100
3867,11/10/2014,2014,10,PHI,CAR,PHI,-7.0,48.5,,49.0,0.0,,45.0,21.0,False,False,66.0,17.5,17.5,17.0,11/10/2014,11/10/2014,0,50.5,46.5,100,-150,0,0,-50,-110,100,0,-110,100,17.0,-110,0,-110,100,100
3868,11/13/2014,2014,11,MIA,BUF,MIA,-4.0,41.0,,71.0,0.0,,22.0,9.0,False,False,31.0,-10.0,10.0,9.0,11/13/2014,11/13/2014,3,43.0,39.0,-150,100,0,0,-50,100,-110,0,100,-110,9.0,-110,0,-110,100,100
3871,11/16/2014,2014,11,CHI,MIN,CHI,-2.5,46.5,Snow,32.0,10.0,,21.0,13.0,False,False,34.0,-12.5,12.5,5.5,11/16/2014,11/16/2014,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,5.5,-110,0,-110,100,100
3872,11/16/2014,2014,11,CLE,HOU,CLE,-4.5,42.0,,34.0,7.0,,7.0,23.0,False,False,30.0,-12.0,12.0,11.5,11/16/2014,11/16/2014,6,44.0,40.0,-150,100,0,0,-50,100,-110,0,100,-110,-20.5,100,0,100,-110,-110
3873,11/16/2014,2014,11,GB,PHI,GB,-4.5,55.5,,27.0,9.0,,53.0,20.0,False,False,73.0,17.5,17.5,28.5,11/16/2014,11/16/2014,6,57.5,53.5,100,-150,0,0,-50,-110,100,0,-110,100,28.5,-110,0,-110,100,100
3874,11/16/2014,2014,11,IND,NE,IND,-3.0,59.0,DOME,72.0,0.0,,20.0,42.0,False,False,62.0,3.0,3.0,19.0,11/16/2014,11/16/2014,6,61.0,57.0,100,-150,0,0,-50,-110,100,0,-110,100,-25.0,100,0,100,-110,-110
3876,11/16/2014,2014,11,NO,CIN,NO,-8.5,51.5,DOME,72.0,0.0,,10.0,27.0,False,False,37.0,-14.5,14.5,8.5,11/16/2014,11/16/2014,6,53.5,49.5,-150,100,0,0,-50,100,-110,0,100,-110,-25.5,100,0,100,-110,-110
3878,11/16/2014,2014,11,WAS,TB,WAS,-6.5,46.0,,46.0,7.0,,7.0,27.0,False,False,34.0,-12.0,12.0,13.5,11/16/2014,11/16/2014,6,48.0,44.0,-150,100,0,0,-50,100,-110,0,100,-110,-26.5,100,0,100,-110,-110
3881,11/23/2014,2014,12,ATL,CLE,ATL,-3.0,48.5,DOME,72.0,0.0,,24.0,26.0,False,False,50.0,1.5,1.5,-1.0,11/23/2014,11/23/2014,6,50.5,46.5,100,100,0,0,200,-110,100,0,-110,100,-5.0,100,0,100,-110,-110
3882,11/23/2014,2014,12,CHI,TB,CHI,-4.0,46.5,Rain,53.0,10.0,,21.0,13.0,False,False,34.0,-12.5,12.5,4.0,11/23/2014,11/23/2014,6,48.5,44.5,-150,100,0,0,-50,100,-110,0,100,-110,4.0,-110,0,-110,100,100
3883,11/23/2014,2014,12,DEN,MIA,DEN,-6.5,47.5,Rain,36.0,7.0,,39.0,36.0,False,False,75.0,27.5,27.5,-3.5,11/23/2014,11/23/2014,6,49.5,45.5,100,-150,0,0,-50,-110,100,0,-110,100,-3.5,100,0,100,-110,-110
3884,11/23/2014,2014,12,HOU,CIN,HOU,-3.0,44.5,,76.0,14.0,,13.0,22.0,False,False,35.0,-9.5,9.5,6.0,11/23/2014,11/23/2014,6,46.5,42.5,-150,100,0,0,-50,100,-110,0,100,-110,-12.0,100,0,100,-110,-110
3885,11/23/2014,2014,12,IND,JAX,IND,-13.0,49.5,DOME,72.0,0.0,,23.0,3.0,False,False,26.0,-23.5,23.5,7.0,11/23/2014,11/23/2014,6,51.5,47.5,-150,100,0,0,-50,100,-110,0,100,-110,7.0,-110,0,-110,100,100
3887,11/23/2014,2014,12,NE,DET,NE,-7.5,47.5,,61.0,6.0,,34.0,9.0,False,False,43.0,-4.5,4.5,17.5,11/23/2014,11/23/2014,6,49.5,45.5,-150,100,0,0,-50,100,-110,0,100,-110,17.5,-110,0,-110,100,100
3889,11/23/2014,2014,12,PHI,TEN,PHI,-11.0,49.0,,53.0,6.0,,43.0,24.0,False,False,67.0,18.0,18.0,8.0,11/23/2014,11/23/2014,6,51.0,47.0,100,-150,0,0,-50,-110,100,0,-110,100,8.0,-110,0,-110,100,100
3890,11/23/2014,2014,12,SF,WAS,SF,-9.0,44.0,,63.0,4.0,,17.0,13.0,False,False,30.0,-14.0,14.0,-5.0,11/23/2014,11/23/2014,6,46.0,42.0,-150,100,0,0,-50,100,-110,0,100,-110,-5.0,100,0,100,-110,-110
