,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,to_spread,usd,cred,result,against_home_dogs,away_Favs
4008,9/20/2015,2015,2,WAS,,LAR,-3.0,41.0,,75.0,6.0,,24.0,10.0,False,False,34.0,-7.0,7.0,-11.0,9/20/2015,9/20/2015,6,43.0,39.0,-150,100,0,0,-50,-17.0,100,0,100,-110,-110
4015,9/27/2015,2015,3,DAL,ATL,PICK,0.0,43.5,DOME,72.0,0.0,,28.0,39.0,False,False,67.0,23.5,23.5,-11.0,9/27/2015,9/27/2015,6,45.5,41.5,100,-150,0,0,-50,11.0,-110,0,-110,100,100
4016,9/27/2015,2015,3,DET,DEN,DEN,-3.0,45.0,DOME,72.0,0.0,,12.0,24.0,False,False,36.0,-9.0,9.0,-9.0,9/27/2015,9/27/2015,6,47.0,43.0,-150,100,0,0,-50,9.0,-110,0,-110,100,100
4023,9/27/2015,2015,3,TEN,IND,IND,-3.5,46.5,,77.0,4.0,,33.0,35.0,False,False,68.0,21.5,21.5,1.5,9/27/2015,9/27/2015,6,48.5,44.5,100,-150,0,0,-50,-1.5,100,0,100,-110,-110
4025,10/1/2015,2015,4,PIT,BAL,BAL,-3.0,44.0,,54.0,7.0,,20.0,23.0,False,False,43.0,-1.0,1.0,0.0,10/1/2015,10/1/2015,3,46.0,42.0,100,100,0,0,200,0.0,-110,110,0,-110,0
4029,10/4/2015,2015,4,CHI,OAK,OAK,-3.0,44.5,,56.0,8.0,,22.0,20.0,False,False,42.0,-2.5,2.5,1.0,10/4/2015,10/4/2015,6,46.5,42.5,-150,100,0,0,-50,-5.0,100,0,100,-110,-110
4033,10/4/2015,2015,4,MIA,NYJ,NYJ,-2.5,42.5,,62.0,6.0,,14.0,27.0,True,False,41.0,-1.5,1.5,-10.5,10/4/2015,10/4/2015,6,44.5,40.5,100,100,0,0,200,10.5,-110,0,-110,100,100
4035,10/4/2015,2015,4,SF,GB,GB,-7.5,48.0,,76.0,6.0,,3.0,17.0,False,False,20.0,-28.0,28.0,-6.5,10/4/2015,10/4/2015,6,50.0,46.0,-150,100,0,0,-50,6.5,-110,0,-110,100,100
4036,10/4/2015,2015,4,TB,CAR,CAR,-3.0,40.5,,75.0,7.0,,23.0,37.0,False,False,60.0,19.5,19.5,-11.0,10/4/2015,10/4/2015,6,42.5,38.5,100,-150,0,0,-50,11.0,-110,0,-110,100,100
4037,10/4/2015,2015,4,WAS,PHI,PHI,-3.0,45.5,,59.0,13.0,,23.0,20.0,False,False,43.0,-2.5,2.5,0.0,10/4/2015,10/4/2015,6,47.5,43.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
4043,10/11/2015,2015,5,DAL,NE,NE,-8.5,50.5,DOME,72.0,0.0,,6.0,30.0,False,False,36.0,-14.5,14.5,-15.5,10/11/2015,10/11/2015,6,52.5,48.5,-150,100,0,0,-50,15.5,-110,0,-110,100,100
4044,10/11/2015,2015,5,DET,ARI,ARI,-4.5,46.0,DOME,72.0,0.0,,17.0,42.0,False,False,59.0,13.0,13.0,-20.5,10/11/2015,10/11/2015,6,48.0,44.0,100,-150,0,0,-50,20.5,-110,0,-110,100,100
4048,10/11/2015,2015,5,OAK,DEN,DEN,-5.5,45.0,,76.0,8.0,,10.0,16.0,False,False,26.0,-19.0,19.0,-0.5,10/11/2015,10/11/2015,6,47.0,43.0,-150,100,0,0,-50,0.5,-110,0,-110,100,100
4051,10/11/2015,2015,5,TEN,BUF,BUF,-1.0,43.0,,72.0,2.0,,13.0,14.0,False,False,27.0,-16.0,16.0,0.0,10/11/2015,10/11/2015,6,45.0,41.0,-150,100,0,0,-50,0.0,-110,110,0,-110,0
4052,10/15/2015,2015,6,NO,ATL,ATL,-3.0,52.5,DOME,72.0,0.0,,31.0,21.0,False,False,52.0,-0.5,0.5,-7.0,10/15/2015,10/15/2015,3,54.5,50.5,100,100,0,0,200,-13.0,100,0,100,-110,-110
4053,10/18/2015,2015,6,BUF,CIN,CIN,-3.0,42.0,,37.0,2.0,,21.0,34.0,False,False,55.0,13.0,13.0,-10.0,10/18/2015,10/18/2015,6,44.0,40.0,100,-150,0,0,-50,10.0,-110,0,-110,100,100
4054,10/18/2015,2015,6,CLE,DEN,DEN,-3.5,42.0,,46.0,11.0,,23.0,26.0,False,False,49.0,7.0,7.0,0.5,10/18/2015,10/18/2015,6,44.0,40.0,100,-150,0,0,-50,-0.5,100,0,100,-110,-110
4057,10/18/2015,2015,6,IND,NE,NE,-9.0,54.0,DOME,72.0,0.0,,27.0,34.0,False,False,61.0,7.0,7.0,2.0,10/18/2015,10/18/2015,6,56.0,52.0,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
4061,10/18/2015,2015,6,PIT,ARI,ARI,-5.5,45.0,,42.0,8.0,,25.0,13.0,False,False,38.0,-7.0,7.0,-6.5,10/18/2015,10/18/2015,6,47.0,43.0,-150,100,0,0,-50,-17.5,100,0,100,-110,-110
4062,10/18/2015,2015,6,SF,BAL,BAL,-2.5,43.5,,68.0,10.0,,25.0,20.0,False,False,45.0,1.5,1.5,-2.5,10/18/2015,10/18/2015,6,45.5,41.5,100,100,0,0,200,-7.5,100,0,100,-110,-110
4066,10/22/2015,2015,7,SF,SEA,SEA,-6.5,42.0,,66.0,3.0,,3.0,20.0,False,False,23.0,-19.0,19.0,-10.5,10/22/2015,10/22/2015,3,44.0,40.0,-150,100,0,0,-50,10.5,-110,0,-110,100,100
4070,10/25/2015,2015,7,JAX,BUF,BUF,-3.5,41.5,,51.0,3.0,,34.0,31.0,True,False,65.0,23.5,23.5,0.5,10/25/2015,10/25/2015,6,43.5,39.5,100,-150,0,0,-50,-6.5,100,0,100,-110,-110
4075,10/25/2015,2015,7,TEN,ATL,ATL,-6.0,45.5,,61.0,8.0,,7.0,10.0,False,False,17.0,-28.5,28.5,3.0,10/25/2015,10/25/2015,6,47.5,43.5,-150,100,0,0,-50,-3.0,100,0,100,-110,-110
4081,11/1/2015,2015,8,CHI,MIN,MIN,-1.5,44.0,,61.0,7.0,,20.0,23.0,False,False,43.0,-1.0,1.0,-1.5,11/1/2015,11/1/2015,6,46.0,42.0,100,100,0,0,200,1.5,-110,0,-110,100,100
4082,11/1/2015,2015,8,CLE,ARI,ARI,-7.0,46.0,,63.0,17.0,,20.0,34.0,False,False,54.0,8.0,8.0,-7.0,11/1/2015,11/1/2015,6,48.0,44.0,100,-150,0,0,-50,7.0,-110,0,-110,100,100
4083,11/1/2015,2015,8,DAL,SEA,SEA,-5.0,41.5,DOME,63.0,0.0,,12.0,13.0,False,False,25.0,-16.5,16.5,4.0,11/1/2015,11/1/2015,6,43.5,39.5,-150,100,0,0,-50,-4.0,100,0,100,-110,-110
4084,11/1/2015,2015,8,DEN,GB,GB,-2.5,45.5,,52.0,4.0,,29.0,10.0,False,False,39.0,-6.5,6.5,-16.5,11/1/2015,11/1/2015,6,47.5,43.5,-150,100,0,0,-50,-21.5,100,0,100,-110,-110
4086,11/1/2015,2015,8,KC,DET,DET,-3.0,45.0,,57.0,3.0,,45.0,10.0,True,False,55.0,10.0,10.0,-32.0,11/1/2015,11/1/2015,6,47.0,43.0,100,-150,0,0,-50,-38.0,100,0,100,-110,-110
4088,11/1/2015,2015,8,OAK,NYJ,NYJ,-3.0,44.0,,68.0,8.0,,34.0,20.0,False,False,54.0,10.0,10.0,-11.0,11/1/2015,11/1/2015,6,46.0,42.0,100,-150,0,0,-50,-17.0,100,0,100,-110,-110
4089,11/1/2015,2015,8,PIT,CIN,PICK,0.0,49.5,,63.0,9.0,,10.0,16.0,False,False,26.0,-23.5,23.5,-6.0,11/1/2015,11/1/2015,6,51.5,47.5,-150,100,0,0,-50,6.0,-110,0,-110,100,100
4093,11/8/2015,2015,9,CAR,GB,GB,-2.5,46.0,,53.0,7.0,,37.0,29.0,False,False,66.0,20.0,20.0,-5.5,11/8/2015,11/8/2015,6,48.0,44.0,100,-150,0,0,-50,-10.5,100,0,100,-110,-110
4094,11/8/2015,2015,9,DAL,PHI,PHI,-3.0,44.0,DOME,53.0,2.0,,27.0,33.0,False,False,60.0,16.0,16.0,-3.0,11/8/2015,11/8/2015,6,46.0,42.0,100,-150,0,0,-50,3.0,-110,0,-110,100,100
4095,11/8/2015,2015,9,IND,DEN,DEN,-3.5,45.5,DOME,72.0,0.0,,27.0,24.0,False,False,51.0,5.5,5.5,0.5,11/8/2015,11/8/2015,6,47.5,43.5,100,-150,0,0,-50,-6.5,100,0,100,-110,-110
4101,11/8/2015,2015,9,SF,ATL,ATL,-8.5,43.5,,58.0,2.0,,17.0,16.0,False,False,33.0,-10.5,10.5,7.5,11/8/2015,11/8/2015,6,45.5,41.5,-150,100,0,0,-50,-9.5,100,0,100,-110,-110
4102,11/8/2015,2015,9,TB,NYG,NYG,-2.0,49.0,,77.0,1.0,,18.0,32.0,False,False,50.0,1.0,1.0,-12.0,11/8/2015,11/8/2015,6,51.0,47.0,100,100,0,0,200,12.0,-110,0,-110,100,100
4107,11/15/2015,2015,10,NYG,NE,NE,-7.0,52.5,,54.0,5.0,,26.0,27.0,False,False,53.0,0.5,0.5,6.0,11/15/2015,11/15/2015,6,54.5,50.5,100,100,0,0,200,-6.0,100,0,100,-110,-110
4112,11/15/2015,2015,10,TB,DAL,DAL,-1.0,43.5,,77.0,9.0,,10.0,6.0,False,False,16.0,-27.5,27.5,-3.0,11/15/2015,11/15/2015,6,45.5,41.5,-150,100,0,0,-50,-5.0,100,0,100,-110,-110
4113,11/15/2015,2015,10,TEN,CAR,CAR,-3.5,43.0,,60.0,3.0,,10.0,27.0,False,False,37.0,-6.0,6.0,-13.5,11/15/2015,11/15/2015,6,45.0,41.0,-150,100,0,0,-50,13.5,-110,0,-110,100,100
4114,11/15/2015,2015,10,WAS,NO,NO,-1.0,52.0,,62.0,7.0,,47.0,14.0,False,False,61.0,9.0,9.0,-32.0,11/15/2015,11/15/2015,6,54.0,50.0,100,-150,0,0,-50,-34.0,100,0,100,-110,-110
4121,11/22/2015,2015,11,CHI,DEN,DEN,-2.0,41.5,,29.0,6.0,,15.0,17.0,False,False,32.0,-9.5,9.5,0.0,11/22/2015,11/22/2015,6,43.5,39.5,-150,100,0,0,-50,0.0,-110,110,0,-110,0
4122,11/22/2015,2015,11,DET,OAK,OAK,-1.5,50.0,DOME,72.0,0.0,,18.0,13.0,False,False,31.0,-19.0,19.0,-3.5,11/22/2015,11/22/2015,6,52.0,48.0,-150,100,0,0,-50,-6.5,100,0,100,-110,-110
4123,11/22/2015,2015,11,HOU,NYJ,NYJ,-4.0,40.0,,52.0,5.0,,24.0,17.0,False,False,41.0,1.0,1.0,-3.0,11/22/2015,11/22/2015,6,42.0,38.0,100,100,0,0,200,-11.0,100,0,100,-110,-110
4124,11/22/2015,2015,11,MIA,DAL,DAL,-2.0,45.0,,75.0,10.0,,14.0,24.0,False,False,38.0,-7.0,7.0,-8.0,11/22/2015,11/22/2015,6,47.0,43.0,-150,100,0,0,-50,8.0,-110,0,-110,100,100
4125,11/22/2015,2015,11,MIN,GB,PICK,0.0,45.0,,32.0,7.0,,13.0,30.0,False,False,43.0,-2.0,2.0,-17.0,11/22/2015,11/22/2015,6,47.0,43.0,-150,100,150,0,100,17.0,-110,0,-110,100,100
4129,11/26/2015,2015,12,DAL,CAR,CAR,-1.0,44.5,DOME,68.0,11.0,,14.0,33.0,False,False,47.0,2.5,2.5,-18.0,11/26/2015,11/26/2015,3,46.5,42.5,100,-150,0,0,-50,18.0,-110,0,-110,100,100
4134,11/29/2015,2015,12,DEN,NE,NE,-2.5,43.0,Snow,21.0,0.0,,30.0,24.0,False,False,54.0,11.0,11.0,-3.5,11/29/2015,11/29/2015,6,45.0,41.0,100,-150,0,0,-50,-8.5,100,0,100,-110,-110
4140,11/29/2015,2015,12,SF,ARI,ARI,-8.5,45.0,,57.0,2.0,,13.0,19.0,False,False,32.0,-13.0,13.0,2.5,11/29/2015,11/29/2015,6,47.0,43.0,-150,100,0,0,-50,-2.5,100,0,100,-110,-110
4142,11/29/2015,2015,12,TEN,OAK,OAK,-1.0,45.0,,57.0,2.0,,21.0,24.0,False,False,45.0,0.0,0.0,-2.0,11/29/2015,11/29/2015,6,47.0,43.0,100,100,0,0,200,2.0,-110,0,-110,100,100
4143,11/29/2015,2015,12,WAS,NYG,NYG,-1.5,48.0,,46.0,5.0,,20.0,14.0,False,False,34.0,-14.0,14.0,-4.5,11/29/2015,11/29/2015,6,50.0,46.0,-150,100,0,0,-50,-7.5,100,0,100,-110,-110
4145,12/3/2015,2015,13,DET,GB,GB,-2.5,46.5,DOME,72.0,0.0,,23.0,27.0,False,False,50.0,3.5,3.5,-1.5,12/3/2015,12/3/2015,3,48.5,44.5,100,-150,0,0,-50,1.5,-110,0,-110,100,100
4148,12/6/2015,2015,13,CLE,CIN,CIN,-7.5,44.0,,46.0,5.0,,3.0,37.0,False,False,40.0,-4.0,4.0,-26.5,12/6/2015,12/6/2015,6,46.0,42.0,-150,100,0,0,-50,26.5,-110,0,-110,100,100
4150,12/6/2015,2015,13,MIN,SEA,SEA,-2.5,43.0,,36.0,3.0,,7.0,38.0,False,False,45.0,2.0,2.0,-28.5,12/6/2015,12/6/2015,6,45.0,41.0,100,-150,0,150,100,28.5,-110,0,-110,100,100
4152,12/6/2015,2015,13,NO,CAR,CAR,-6.0,50.5,DOME,72.0,0.0,,38.0,41.0,False,False,79.0,28.5,28.5,3.0,12/6/2015,12/6/2015,6,52.5,48.5,100,-150,0,0,-50,-3.0,100,0,100,-110,-110
4153,12/6/2015,2015,13,NYG,NYJ,NYJ,-2.5,46.0,,52.0,5.0,,20.0,23.0,False,False,43.0,-3.0,3.0,-0.5,12/6/2015,12/6/2015,6,48.0,44.0,-150,100,0,0,-50,0.5,-110,0,-110,100,100
4154,12/6/2015,2015,13,OAK,KC,KC,-3.0,45.5,,60.0,3.0,,20.0,34.0,False,False,54.0,8.5,8.5,-11.0,12/6/2015,12/6/2015,6,47.5,43.5,100,-150,0,0,-50,11.0,-110,0,-110,100,100
4156,12/6/2015,2015,13,TB,ATL,PICK,0.0,46.5,,78.0,11.0,,23.0,19.0,False,False,42.0,-4.5,4.5,-4.0,12/6/2015,12/6/2015,6,48.5,44.5,-150,100,0,0,-50,-4.0,100,0,100,-110,-110
4160,12/13/2015,2015,14,BAL,SEA,SEA,-10.5,42.0,,66.0,3.0,,6.0,35.0,False,False,41.0,-1.0,1.0,-18.5,12/13/2015,12/13/2015,6,44.0,40.0,100,100,0,0,200,18.5,-110,0,-110,100,100
4167,12/13/2015,2015,14,HOU,NE,NE,-5.0,46.5,,52.0,3.0,,6.0,27.0,False,False,33.0,-13.5,13.5,-16.0,12/13/2015,12/13/2015,6,48.5,44.5,-150,100,0,0,-50,16.0,-110,0,-110,100,100
4173,12/14/2015,2015,14,MIA,NYG,NYG,-2.0,48.0,,75.0,5.0,,24.0,31.0,False,False,55.0,7.0,7.0,-5.0,12/14/2015,12/14/2015,0,50.0,46.0,100,-150,0,0,-50,5.0,-110,0,-110,100,100
4174,12/19/2015,2015,15,DAL,NYJ,NYJ,-3.5,41.0,DOME,50.0,7.0,,16.0,19.0,False,False,35.0,-6.0,6.0,0.5,12/19/2015,12/19/2015,5,43.0,39.0,-150,100,0,0,-50,-0.5,100,0,100,-110,-110
4175,12/20/2015,2015,15,BAL,KC,KC,-6.5,41.0,,43.0,3.0,,14.0,34.0,False,False,48.0,7.0,7.0,-13.5,12/20/2015,12/20/2015,6,43.0,39.0,100,-150,0,0,-50,13.5,-110,0,-110,100,100
4180,12/20/2015,2015,15,NYG,CAR,CAR,-5.0,46.5,,41.0,4.0,,35.0,38.0,False,False,73.0,26.5,26.5,2.0,12/20/2015,12/20/2015,6,48.5,44.5,100,-150,0,0,-50,-2.0,100,0,100,-110,-110
4181,12/20/2015,2015,15,OAK,GB,GB,-4.0,47.0,,51.0,10.0,,20.0,30.0,False,False,50.0,3.0,3.0,-6.0,12/20/2015,12/20/2015,6,49.0,45.0,100,-150,0,0,-50,6.0,-110,0,-110,100,100
4182,12/20/2015,2015,15,PHI,ARI,ARI,-4.0,51.5,,34.0,3.0,,17.0,40.0,False,False,57.0,5.5,5.5,-19.0,12/20/2015,12/20/2015,6,53.5,49.5,100,-150,0,0,-50,19.0,-110,0,-110,100,100
4184,12/20/2015,2015,15,SF,CIN,CIN,-6.5,41.0,,52.0,5.0,,14.0,24.0,False,False,38.0,-3.0,3.0,-3.5,12/20/2015,12/20/2015,6,43.0,39.0,-150,100,0,0,-50,3.5,-110,0,-110,100,100
4186,12/20/2015,2015,15,WAS,BUF,BUF,-2.0,46.0,,45.0,3.0,,35.0,25.0,False,False,60.0,14.0,14.0,-8.0,12/20/2015,12/20/2015,6,48.0,44.0,100,-150,0,0,-50,-12.0,100,0,100,-110,-110
4191,12/27/2015,2015,16,ATL,CAR,CAR,-7.0,46.0,DOME,72.0,0.0,,20.0,13.0,False,False,33.0,-13.0,13.0,0.0,12/27/2015,12/27/2015,6,48.0,44.0,-150,100,0,0,-50,-14.0,100,0,100,-110,-110
4192,12/27/2015,2015,16,BAL,PIT,PIT,-11.5,47.5,,63.0,6.0,,20.0,17.0,False,False,37.0,-10.5,10.5,8.5,12/27/2015,12/27/2015,6,49.5,45.5,-150,100,0,0,-50,-14.5,100,0,100,-110,-110
4199,12/27/2015,2015,16,NYJ,NE,NE,-2.5,45.5,,56.0,7.0,,26.0,20.0,False,False,46.0,0.5,0.5,-3.5,12/27/2015,12/27/2015,6,47.5,43.5,100,100,0,0,200,-8.5,100,0,100,-110,-110
4202,12/27/2015,2015,16,TEN,HOU,HOU,-3.5,39.0,,72.0,10.0,,6.0,34.0,False,False,40.0,1.0,1.0,-24.5,12/27/2015,12/27/2015,6,41.0,37.0,100,100,0,0,200,24.5,-110,0,-110,100,100
4206,1/3/2016,2015,17,BUF,NYJ,NYJ,-3.0,41.0,,30.0,10.0,,22.0,17.0,False,False,39.0,-2.0,2.0,-2.0,1/3/2016,1/3/2016,6,43.0,39.0,-150,100,150,0,100,-8.0,100,0,100,-110,-110
4208,1/3/2016,2015,17,CHI,DET,DET,-2.5,45.0,,30.0,10.0,,20.0,24.0,False,False,44.0,-1.0,1.0,-1.5,1/3/2016,1/3/2016,6,47.0,43.0,100,100,0,0,200,1.5,-110,0,-110,100,100
4210,1/3/2016,2015,17,CLE,PIT,PIT,-13.0,47.0,,34.0,12.0,,12.0,28.0,False,False,40.0,-7.0,7.0,-3.0,1/3/2016,1/3/2016,6,49.0,45.0,-150,100,0,0,-50,3.0,-110,0,-110,100,100
4217,1/3/2016,2015,17,MIA,NE,NE,-10.0,46.5,,78.0,4.0,,20.0,10.0,False,False,30.0,-16.5,16.5,0.0,1/3/2016,1/3/2016,6,48.5,44.5,-150,100,0,0,-50,-20.0,100,0,100,-110,-110
4219,1/3/2016,2015,17,SF,,LAR,-3.0,38.5,,57.0,0.0,,19.0,16.0,False,False,35.0,-3.5,3.5,0.0,1/3/2016,1/3/2016,6,40.5,36.5,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
4220,1/9/2016,2015,18,CIN,PIT,PIT,-3.0,45.0,,51.0,5.0,,16.0,18.0,False,True,34.0,-11.0,11.0,1.0,1/9/2016,1/9/2016,5,47.0,43.0,-150,100,0,0,-50,-1.0,100,0,100,-110,-110
4221,1/9/2016,2015,18,HOU,KC,KC,-3.0,40.0,DOME,72.0,0.0,,0.0,30.0,False,True,30.0,-10.0,10.0,-27.0,1/9/2016,1/9/2016,5,42.0,38.0,-150,100,0,0,-50,27.0,-110,0,-110,100,100
4222,1/10/2016,2015,18,MIN,SEA,SEA,-4.5,40.0,,-6.0,12.0,,9.0,10.0,False,True,19.0,-21.0,21.0,3.5,1/10/2016,1/10/2016,6,42.0,38.0,-150,100,0,0,-50,-3.5,100,0,100,-110,-110
4229,1/24/2016,2015,20,DEN,NE,NE,-3.0,44.5,,46.0,6.0,,20.0,18.0,False,True,38.0,-6.5,6.5,1.0,1/24/2016,1/24/2016,6,46.5,42.5,-150,100,0,0,-50,-5.0,100,0,100,-110,-110
4230,2/7/2016,2015,21,DEN,CAR,CAR,-4.5,43.0,,76.0,16.0,,24.0,10.0,True,True,34.0,-9.0,9.0,-9.5,2/7/2016,2/7/2016,6,45.0,41.0,-150,100,0,0,-50,-18.5,100,0,100,-110,-110
4231,9/8/2016,2016,1,DEN,CAR,CAR,-3.0,40.5,,82.0,2.0,,21.0,20.0,False,False,41.0,0.5,0.5,2.0,9/8/2016,9/8/2016,3,42.5,38.5,100,100,0,0,200,-4.0,100,0,100,-110,-110
4235,9/11/2016,2016,1,DAL,NYG,NYG,-1.0,47.5,DOME,72.0,0.0,,19.0,20.0,False,False,39.0,-8.5,8.5,0.0,9/11/2016,9/11/2016,6,49.5,45.5,-150,100,0,0,-50,0.0,-110,110,0,-110,0
4238,9/11/2016,2016,1,JAX,GB,GB,-3.5,47.5,,91.0,1.0,,23.0,27.0,False,False,50.0,2.5,2.5,-0.5,9/11/2016,9/11/2016,6,49.5,45.5,100,-150,0,0,-50,0.5,-110,0,-110,100,100
4241,9/11/2016,2016,1,NYJ,CIN,CIN,-1.0,42.0,,80.0,9.0,,22.0,23.0,False,False,45.0,3.0,3.0,0.0,9/11/2016,9/11/2016,6,44.0,40.0,100,-150,0,0,-50,0.0,-110,110,0,-110,0
4244,9/11/2016,2016,1,TEN,MIN,MIN,-2.5,40.0,,77.0,3.0,,16.0,25.0,False,False,41.0,1.0,1.0,-6.5,9/11/2016,9/11/2016,6,42.0,38.0,100,100,0,0,200,6.5,-110,0,-110,100,100
4245,9/12/2016,2016,1,SF,LAR,LAR,-2.5,43.5,,66.0,17.0,,28.0,0.0,False,False,28.0,-15.5,15.5,-25.5,9/12/2016,9/12/2016,0,45.5,41.5,-150,100,0,0,-50,-30.5,100,0,100,-110,-110
4246,9/12/2016,2016,1,WAS,PIT,PIT,-2.5,49.0,,76.0,3.0,,16.0,38.0,False,False,54.0,5.0,5.0,-19.5,9/12/2016,9/12/2016,0,51.0,47.0,100,-150,0,0,-50,19.5,-110,0,-110,100,100
4247,9/15/2016,2016,2,BUF,NYJ,PICK,0.0,40.5,,54.0,2.0,,31.0,37.0,False,False,68.0,27.5,27.5,-6.0,9/15/2016,9/15/2016,3,42.5,38.5,100,-150,0,0,-50,6.0,-110,0,-110,100,100
4250,9/18/2016,2016,2,CLE,BAL,BAL,-4.5,42.0,,75.0,5.0,,20.0,25.0,False,False,45.0,3.0,3.0,-0.5,9/18/2016,9/18/2016,6,44.0,40.0,100,-150,0,0,-50,0.5,-110,0,-110,100,100
4254,9/18/2016,2016,2,LAR,SEA,SEA,-5.5,38.0,,85.0,4.0,,9.0,3.0,False,False,12.0,-26.0,26.0,-0.5,9/18/2016,9/18/2016,6,40.0,36.0,-150,100,0,0,-50,-11.5,100,0,100,-110,-110
4261,9/19/2016,2016,2,MIN,GB,GB,-2.0,43.0,DOME,72.0,0.0,,17.0,14.0,False,False,31.0,-12.0,12.0,-1.0,9/19/2016,9/19/2016,0,45.0,41.0,-150,100,0,0,-50,-5.0,100,0,100,-110,-110
4263,9/25/2016,2016,3,BUF,ARI,ARI,-5.0,48.0,,62.0,1.0,,33.0,18.0,False,False,51.0,3.0,3.0,-10.0,9/25/2016,9/25/2016,6,50.0,46.0,100,-150,0,0,-50,-20.0,100,0,100,-110,-110
4269,9/25/2016,2016,3,JAX,BAL,BAL,-2.0,45.0,,87.0,4.0,,17.0,19.0,False,False,36.0,-9.0,9.0,0.0,9/25/2016,9/25/2016,6,47.0,43.0,-150,100,0,0,-50,0.0,-110,110,0,-110,0
4273,9/25/2016,2016,3,PHI,PIT,PIT,-4.0,46.5,,71.0,1.0,,34.0,3.0,False,False,37.0,-9.5,9.5,-27.0,9/25/2016,9/25/2016,6,48.5,44.5,-150,100,0,0,-50,-35.0,100,0,100,-110,-110
4276,9/25/2016,2016,3,TEN,OAK,OAK,-1.5,47.0,,89.0,3.0,,10.0,17.0,False,False,27.0,-20.0,20.0,-5.5,9/25/2016,9/25/2016,6,49.0,45.0,-150,100,0,0,-50,5.5,-110,0,-110,100,100
4280,10/2/2016,2016,4,ATL,CAR,CAR,-3.0,48.5,DOME,72.0,0.0,,48.0,33.0,False,False,81.0,32.5,32.5,-12.0,10/2/2016,10/2/2016,6,50.5,46.5,100,-150,0,0,-50,-18.0,100,0,100,-110,-110
4282,10/2/2016,2016,4,CHI,DET,DET,-3.0,48.0,,64.0,2.0,,17.0,14.0,False,False,31.0,-17.0,17.0,0.0,10/2/2016,10/2/2016,6,50.0,46.0,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
4284,10/2/2016,2016,4,JAX,IND,IND,-1.0,48.5,,58.0,6.0,,30.0,27.0,True,False,57.0,8.5,8.5,-2.0,10/2/2016,10/2/2016,6,50.5,46.5,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
4286,10/2/2016,2016,4,NYJ,SEA,SEA,-1.0,40.0,,61.0,0.0,,17.0,27.0,False,False,44.0,4.0,4.0,-9.0,10/2/2016,10/2/2016,6,42.0,38.0,100,-150,0,0,-50,9.0,-110,0,-110,100,100
4288,10/2/2016,2016,4,SF,DAL,DAL,-1.0,44.0,,68.0,8.0,,17.0,24.0,False,False,41.0,-3.0,3.0,-6.0,10/2/2016,10/2/2016,6,46.0,42.0,-150,100,0,0,-50,6.0,-110,0,-110,100,100
4289,10/2/2016,2016,4,TB,DEN,DEN,-3.0,42.5,Rain,89.0,4.0,,7.0,27.0,False,False,34.0,-8.5,8.5,-17.0,10/2/2016,10/2/2016,6,44.5,40.5,-150,100,0,0,-50,17.0,-110,0,-110,100,100
4292,10/6/2016,2016,5,SF,ARI,ARI,-3.5,42.5,,72.0,7.0,,21.0,33.0,False,False,54.0,11.5,11.5,-8.5,10/6/2016,10/6/2016,3,44.5,40.5,100,-150,0,0,-50,8.5,-110,0,-110,100,100
4294,10/9/2016,2016,5,CLE,NE,NE,-10.0,47.5,,57.0,9.0,,13.0,33.0,False,False,46.0,-1.5,1.5,-10.0,10/9/2016,10/9/2016,6,49.5,45.5,100,100,0,0,200,10.0,-110,0,-110,100,100
4295,10/9/2016,2016,5,DAL,CIN,CIN,-2.5,46.0,DOME,72.0,0.0,,28.0,14.0,False,False,42.0,-4.0,4.0,-11.5,10/9/2016,10/9/2016,6,48.0,44.0,-150,100,0,0,-50,-16.5,100,0,100,-110,-110
4297,10/9/2016,2016,5,DET,PHI,PHI,-3.5,46.0,DOME,72.0,0.0,,24.0,23.0,False,False,47.0,1.0,1.0,2.5,10/9/2016,10/9/2016,6,48.0,44.0,100,100,0,0,200,-4.5,100,0,100,-110,-110
4300,10/9/2016,2016,5,LAR,BUF,BUF,-2.5,41.5,,87.0,5.0,,19.0,30.0,False,False,49.0,7.5,7.5,-8.5,10/9/2016,10/9/2016,6,43.5,39.5,100,-150,0,0,-50,8.5,-110,0,-110,100,100
4311,10/16/2016,2016,6,MIA,PIT,PIT,-7.5,49.5,,82.0,11.0,,30.0,15.0,False,False,45.0,-4.5,4.5,-7.5,10/16/2016,10/16/2016,6,51.5,47.5,-150,100,0,0,-50,-22.5,100,0,100,-110,-110
4313,10/16/2016,2016,6,NO,CAR,CAR,-2.5,53.5,DOME,72.0,0.0,,41.0,38.0,False,False,79.0,25.5,25.5,-0.5,10/16/2016,10/16/2016,6,55.5,51.5,100,-150,0,0,-50,-5.5,100,0,100,-110,-110
