,schedule_date,schedule_season,schedule_week,team_home,team_away,team_favorite_id,spread_favorite,over_under_line,weather_detail,weather_temperature,weather_wind_mph,weather_humidity,score_home,score_away,stadium_neutral,schedule_playoff,total,oudiff,oudiff_abs,spread_dist,dates,dateofgame,dayofweek,total_upper2,total_lower2,ouopp_o2,ouopp_u2,tie_ou,tie_ou2,result_total_plus_minus_two,to_spread,usd,cred,result,against_home_dogs,away_Favs
4315,10/16/2016,2016,6,OAK,KC,KC,-1.0,46.5,Rain,61.0,5.0,,10.0,26.0,False,False,36.0,-10.5,10.5,-15.0,10/16/2016,10/16/2016,6,48.5,44.5,-150,100,0,0,-50,15.0,-110,0,-110,100,100
4318,10/16/2016,2016,6,WAS,PHI,PHI,-3.0,45.0,,69.0,5.0,,27.0,20.0,False,False,47.0,2.0,2.0,-4.0,10/16/2016,10/16/2016,6,47.0,43.0,100,-150,0,150,100,-10.0,100,0,100,-110,-110
4324,10/23/2016,2016,7,DET,WAS,WAS,-1.0,50.0,DOME,72.0,0.0,,20.0,17.0,False,False,37.0,-13.0,13.0,-2.0,10/23/2016,10/23/2016,6,52.0,48.0,-150,100,0,0,-50,-4.0,100,0,100,-110,-110
4327,10/23/2016,2016,7,LAR,NYG,NYG,-2.5,44.5,,54.0,10.0,,10.0,17.0,True,False,27.0,-17.5,17.5,-4.5,10/23/2016,10/23/2016,6,46.5,42.5,-150,100,0,0,-50,4.5,-110,0,-110,100,100
4328,10/23/2016,2016,7,MIA,BUF,BUF,-2.5,46.0,,80.0,10.0,,28.0,25.0,False,False,53.0,7.0,7.0,-0.5,10/23/2016,10/23/2016,6,48.0,44.0,100,-150,0,0,-50,-5.5,100,0,100,-110,-110
4330,10/23/2016,2016,7,PHI,MIN,MIN,-3.0,39.0,,61.0,10.0,,21.0,10.0,False,False,31.0,-8.0,8.0,-8.0,10/23/2016,10/23/2016,6,41.0,37.0,-150,100,0,0,-50,-14.0,100,0,100,-110,-110
4331,10/23/2016,2016,7,PIT,NE,NE,-7.5,49.0,,63.0,6.0,,16.0,27.0,False,False,43.0,-6.0,6.0,-3.5,10/23/2016,10/23/2016,6,51.0,47.0,-150,100,0,0,-50,3.5,-110,0,-110,100,100
4337,10/30/2016,2016,8,BUF,NE,NE,-5.5,48.0,Rain,50.0,2.0,,25.0,41.0,False,False,66.0,18.0,18.0,-10.5,10/30/2016,10/30/2016,6,50.0,46.0,100,-150,0,0,-50,10.5,-110,0,-110,100,100
4340,10/30/2016,2016,8,CLE,NYJ,NYJ,-2.5,45.5,,54.0,9.0,,28.0,31.0,False,False,59.0,13.5,13.5,-0.5,10/30/2016,10/30/2016,6,47.5,43.5,100,-150,0,0,-50,0.5,-110,0,-110,100,100
4344,10/30/2016,2016,8,IND,KC,KC,-3.0,50.5,DOME,72.0,0.0,,14.0,30.0,False,False,44.0,-6.5,6.5,-13.0,10/30/2016,10/30/2016,6,52.5,48.5,-150,100,0,0,-50,13.0,-110,0,-110,100,100
4345,10/30/2016,2016,8,NO,SEA,SEA,-1.0,50.0,DOME,72.0,0.0,,25.0,20.0,False,False,45.0,-5.0,5.0,-4.0,10/30/2016,10/30/2016,6,52.0,48.0,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
4347,10/31/2016,2016,8,CHI,MIN,MIN,-4.5,39.5,Rain,57.0,3.0,,20.0,10.0,False,False,30.0,-9.5,9.5,-5.5,10/31/2016,10/31/2016,0,41.5,37.5,-150,100,0,0,-50,-14.5,100,0,100,-110,-110
4348,11/3/2016,2016,9,TB,ATL,ATL,-4.5,49.0,,75.0,2.0,,28.0,43.0,False,False,71.0,22.0,22.0,-10.5,11/3/2016,11/3/2016,3,51.0,47.0,100,-150,0,0,-50,10.5,-110,0,-110,100,100
4349,11/6/2016,2016,9,BAL,PIT,PIT,-3.5,46.0,,63.0,10.0,,21.0,14.0,False,False,35.0,-11.0,11.0,-3.5,11/6/2016,11/6/2016,6,48.0,44.0,-150,100,0,0,-50,-10.5,100,0,100,-110,-110
4350,11/6/2016,2016,9,CLE,DAL,DAL,-7.0,49.0,,56.0,2.0,,10.0,35.0,False,False,45.0,-4.0,4.0,-18.0,11/6/2016,11/6/2016,6,51.0,47.0,-150,100,0,0,-50,18.0,-110,0,-110,100,100
4353,11/6/2016,2016,9,LAR,CAR,CAR,-3.0,44.5,,72.0,3.0,,10.0,13.0,False,False,23.0,-21.5,21.5,0.0,11/6/2016,11/6/2016,6,46.5,42.5,-150,100,0,0,-50,0.0,-110,110,0,-110,0
4358,11/6/2016,2016,9,SF,NO,NO,-5.0,53.0,,68.0,1.0,,23.0,41.0,False,False,64.0,11.0,11.0,-13.0,11/6/2016,11/6/2016,6,55.0,51.0,100,-150,0,0,-50,13.0,-110,0,-110,100,100
4366,11/13/2016,2016,10,NYJ,LAR,LAR,-1.0,38.5,,55.0,4.0,,6.0,9.0,False,False,15.0,-23.5,23.5,-2.0,11/13/2016,11/13/2016,6,40.5,36.5,-150,100,0,0,-50,2.0,-110,0,-110,100,100
4369,11/13/2016,2016,10,TB,CHI,CHI,-2.5,45.0,,77.0,2.0,,36.0,10.0,False,False,46.0,1.0,1.0,-23.5,11/13/2016,11/13/2016,6,47.0,43.0,100,100,0,0,200,-28.5,100,0,100,-110,-110
4370,11/13/2016,2016,10,TEN,GB,GB,-3.0,49.0,,55.0,0.0,,47.0,25.0,False,False,72.0,23.0,23.0,-19.0,11/13/2016,11/13/2016,6,51.0,47.0,100,-150,0,0,-50,-25.0,100,0,100,-110,-110
4372,11/14/2016,2016,10,NYG,CIN,PICK,0.0,49.5,,54.0,1.0,,21.0,20.0,False,False,41.0,-8.5,8.5,-1.0,11/14/2016,11/14/2016,0,51.5,47.5,-150,100,0,0,-50,-1.0,100,0,100,-110,-110
4375,11/20/2016,2016,11,CLE,PIT,PIT,-8.5,45.5,,35.0,16.0,,9.0,24.0,False,False,33.0,-12.5,12.5,-6.5,11/20/2016,11/20/2016,6,47.5,43.5,-150,100,0,0,-50,6.5,-110,0,-110,100,100
4380,11/20/2016,2016,11,LAR,MIA,MIA,-1.0,38.5,,63.0,4.0,,10.0,14.0,False,False,24.0,-14.5,14.5,-3.0,11/20/2016,11/20/2016,6,40.5,36.5,-150,100,0,0,-50,3.0,-110,0,-110,100,100
4383,11/20/2016,2016,11,SF,NE,NE,-11.5,51.5,Rain,61.0,1.0,,17.0,30.0,False,False,47.0,-4.5,4.5,-1.5,11/20/2016,11/20/2016,6,53.5,49.5,-150,100,0,0,-50,1.5,-110,0,-110,100,100
4389,11/24/2016,2016,12,IND,PIT,PIT,-8.5,49.5,DOME,72.0,0.0,,7.0,28.0,False,False,35.0,-14.5,14.5,-12.5,11/24/2016,11/24/2016,3,51.5,47.5,-150,100,0,0,-50,12.5,-110,0,-110,100,100
4393,11/27/2016,2016,12,CHI,TEN,TEN,-6.5,42.0,Fog,38.0,5.0,,21.0,27.0,False,False,48.0,6.0,6.0,0.5,11/27/2016,11/27/2016,6,44.0,40.0,100,-150,0,0,-50,-0.5,100,0,100,-110,-110
4394,11/27/2016,2016,12,CLE,NYG,NYG,-6.5,46.5,,46.0,10.0,,13.0,27.0,False,False,40.0,-6.5,6.5,-7.5,11/27/2016,11/27/2016,6,48.5,44.5,-150,100,0,0,-50,7.5,-110,0,-110,100,100
4396,11/27/2016,2016,12,HOU,,LAC,-2.5,46.0,,67.0,9.0,,13.0,21.0,False,False,34.0,-12.0,12.0,-5.5,11/27/2016,11/27/2016,6,48.0,44.0,-150,100,0,0,-50,5.5,-110,0,-110,100,100
4399,11/27/2016,2016,12,NYJ,NE,NE,-9.5,48.5,,48.0,8.0,,17.0,22.0,False,False,39.0,-9.5,9.5,4.5,11/27/2016,11/27/2016,6,50.5,46.5,-150,100,0,0,-50,-4.5,100,0,100,-110,-110
4401,11/27/2016,2016,12,TB,SEA,SEA,-5.5,46.0,,78.0,7.0,,14.0,5.0,False,False,19.0,-27.0,27.0,-3.5,11/27/2016,11/27/2016,6,48.0,44.0,-150,100,0,0,-50,-14.5,100,0,100,-110,-110
4403,12/1/2016,2016,13,MIN,DAL,DAL,-3.0,43.5,DOME,72.0,0.0,,15.0,17.0,False,False,32.0,-11.5,11.5,1.0,12/1/2016,12/1/2016,3,45.5,41.5,-150,100,0,0,-50,-1.0,100,0,100,-110,-110
4407,12/4/2016,2016,13,CHI,SF,SF,-1.0,44.0,Rain,35.0,5.0,,26.0,6.0,False,False,32.0,-12.0,12.0,-19.0,12/4/2016,12/4/2016,6,46.0,42.0,-150,100,0,0,-50,-21.0,100,0,100,-110,-110
4410,12/4/2016,2016,13,JAX,DEN,DEN,-3.5,38.5,,75.0,3.0,,10.0,20.0,False,False,30.0,-8.5,8.5,-6.5,12/4/2016,12/4/2016,6,40.5,36.5,-150,100,0,0,-50,6.5,-110,0,-110,100,100
4418,12/11/2016,2016,14,BUF,PIT,PIT,-2.0,45.5,Snow,24.0,6.0,,20.0,27.0,False,False,47.0,1.5,1.5,-5.0,12/11/2016,12/11/2016,6,47.5,43.5,100,100,0,0,200,5.0,-110,0,-110,100,100
4420,12/11/2016,2016,14,CLE,CIN,CIN,-5.0,41.5,Snow,28.0,13.0,,10.0,23.0,False,False,33.0,-8.5,8.5,-8.0,12/11/2016,12/11/2016,6,43.5,39.5,-150,100,0,0,-50,8.0,-110,0,-110,100,100
4422,12/11/2016,2016,14,GB,SEA,SEA,-3.0,47.0,,27.0,2.0,,38.0,10.0,False,False,48.0,1.0,1.0,-25.0,12/11/2016,12/11/2016,6,49.0,45.0,100,100,0,0,200,-31.0,100,0,100,-110,-110
4424,12/11/2016,2016,14,JAX,MIN,MIN,-3.5,38.0,,66.0,1.0,,16.0,25.0,False,False,41.0,3.0,3.0,-5.5,12/11/2016,12/11/2016,6,40.0,36.0,100,-150,0,0,-50,5.5,-110,0,-110,100,100
4425,12/11/2016,2016,14,LAR,ATL,ATL,-5.0,44.0,,64.0,2.0,,14.0,42.0,False,False,56.0,12.0,12.0,-23.0,12/11/2016,12/11/2016,6,46.0,42.0,100,-150,0,0,-50,23.0,-110,0,-110,100,100
4426,12/11/2016,2016,14,MIA,ARI,ARI,-2.0,44.0,,75.0,15.0,,26.0,23.0,False,False,49.0,5.0,5.0,-1.0,12/11/2016,12/11/2016,6,46.0,42.0,100,-150,0,0,-50,-5.0,100,0,100,-110,-110
4427,12/11/2016,2016,14,NYG,DAL,DAL,-3.5,47.0,,30.0,2.0,,10.0,7.0,False,False,17.0,-30.0,30.0,0.5,12/11/2016,12/11/2016,6,49.0,45.0,-150,100,0,0,-50,-6.5,100,0,100,-110,-110
4428,12/11/2016,2016,14,PHI,WAS,WAS,-2.5,48.5,,33.0,2.0,,22.0,27.0,False,False,49.0,0.5,0.5,-2.5,12/11/2016,12/11/2016,6,50.5,46.5,100,100,0,0,200,2.5,-110,0,-110,100,100
4434,12/17/2016,2016,15,NYJ,MIA,MIA,-2.5,40.0,,34.0,3.0,,13.0,34.0,False,False,47.0,7.0,7.0,-18.5,12/17/2016,12/17/2016,5,42.0,38.0,100,-150,0,0,-50,18.5,-110,0,-110,100,100
4439,12/18/2016,2016,15,CHI,GB,GB,-4.5,40.0,,9.0,7.0,,27.0,30.0,False,False,57.0,17.0,17.0,1.5,12/18/2016,12/18/2016,6,42.0,38.0,100,-150,0,0,-50,-1.5,100,0,100,-110,-110
4440,12/18/2016,2016,15,CIN,PIT,PIT,-3.0,45.5,,26.0,7.0,,20.0,24.0,False,False,44.0,-1.5,1.5,-1.0,12/18/2016,12/18/2016,6,47.5,43.5,100,100,0,0,200,1.0,-110,0,-110,100,100
4442,12/18/2016,2016,15,DEN,NE,NE,-3.0,43.0,,27.0,3.0,,3.0,16.0,False,False,19.0,-24.0,24.0,-10.0,12/18/2016,12/18/2016,6,45.0,41.0,-150,100,0,0,-50,10.0,-110,0,-110,100,100
4450,12/24/2016,2016,16,CAR,ATL,ATL,-3.0,49.0,,52.0,4.0,,16.0,33.0,False,False,49.0,0.0,0.0,-14.0,12/24/2016,12/24/2016,5,51.0,47.0,100,100,0,0,200,14.0,-110,0,-110,100,100
4451,12/24/2016,2016,16,CHI,WAS,WAS,-3.0,49.0,,35.0,1.0,,21.0,41.0,False,False,62.0,13.0,13.0,-17.0,12/24/2016,12/24/2016,5,51.0,47.0,100,-150,0,0,-50,17.0,-110,0,-110,100,100
4452,12/24/2016,2016,16,CLE,,LAC,-4.5,45.0,,37.0,10.0,,20.0,17.0,False,False,37.0,-8.0,8.0,1.5,12/24/2016,12/24/2016,5,47.0,43.0,-150,100,0,0,-50,-7.5,100,0,100,-110,-110
4455,12/24/2016,2016,16,JAX,TEN,TEN,-4.0,44.0,,65.0,2.0,,38.0,17.0,False,False,55.0,11.0,11.0,-17.0,12/24/2016,12/24/2016,5,46.0,42.0,100,-150,0,0,-50,-25.0,100,0,100,-110,-110
4465,1/1/2017,2016,17,CIN,BAL,BAL,-2.5,40.5,Fog,38.0,1.0,,27.0,10.0,False,False,37.0,-3.5,3.5,-14.5,1/1/2017,1/1/2017,6,42.5,38.5,-150,100,0,0,-50,-19.5,100,0,100,-110,-110
4467,1/1/2017,2016,17,DET,GB,GB,-3.5,50.0,DOME,72.0,0.0,,24.0,31.0,False,False,55.0,5.0,5.0,-3.5,1/1/2017,1/1/2017,6,52.0,48.0,100,-150,0,0,-50,3.5,-110,0,-110,100,100
4469,1/1/2017,2016,17,LAR,ARI,ARI,-7.0,39.0,,56.0,1.0,,6.0,44.0,False,False,50.0,11.0,11.0,-31.0,1/1/2017,1/1/2017,6,41.0,37.0,100,-150,0,0,-50,31.0,-110,0,-110,100,100
4470,1/1/2017,2016,17,MIA,NE,NE,-7.5,47.0,,80.0,10.0,,14.0,35.0,False,False,49.0,2.0,2.0,-13.5,1/1/2017,1/1/2017,6,49.0,45.0,100,-150,0,150,100,13.5,-110,0,-110,100,100
4472,1/1/2017,2016,17,NYJ,BUF,BUF,-3.5,43.0,,45.0,8.0,,30.0,10.0,False,False,40.0,-3.0,3.0,-16.5,1/1/2017,1/1/2017,6,45.0,41.0,-150,100,0,0,-50,-23.5,100,0,100,-110,-110
4475,1/1/2017,2016,17,SF,SEA,SEA,-11.5,45.0,,52.0,6.0,,23.0,25.0,False,False,48.0,3.0,3.0,9.5,1/1/2017,1/1/2017,6,47.0,43.0,100,-150,0,0,-50,-9.5,100,0,100,-110,-110
4492,9/10/2017,2017,1,CHI,ATL,ATL,-7.0,49.5,,66.0,9.0,,17.0,23.0,False,False,40.0,-9.5,9.5,1.0,9/10/2017,9/10/2017,6,51.5,47.5,-150,100,0,0,-50,-1.0,100,0,100,-110,-110
4494,9/10/2017,2017,1,CLE,PIT,PIT,-9.0,47.0,,67.0,9.0,,18.0,21.0,False,False,39.0,-8.0,8.0,6.0,9/10/2017,9/10/2017,6,49.0,45.0,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
4496,9/10/2017,2017,1,DET,ARI,ARI,-2.0,48.0,DOME,72.0,0.0,,35.0,23.0,False,False,58.0,10.0,10.0,-10.0,9/10/2017,9/10/2017,6,50.0,46.0,100,-150,0,0,-50,-14.0,100,0,100,-110,-110
4499,9/10/2017,2017,1,LAR,IND,IND,-1.5,41.5,,82.0,6.0,,46.0,9.0,False,False,55.0,13.5,13.5,-35.5,9/10/2017,9/10/2017,6,43.5,39.5,100,-150,0,0,-50,-38.5,100,0,100,-110,-110
4500,9/10/2017,2017,1,SF,CAR,CAR,-5.5,48.0,,89.0,4.0,,3.0,23.0,False,False,26.0,-22.0,22.0,-14.5,9/10/2017,9/10/2017,6,50.0,46.0,-150,100,0,0,-50,14.5,-110,0,-110,100,100
4502,9/10/2017,2017,1,WAS,PHI,PHI,-1.0,47.5,,68.0,7.0,,17.0,30.0,False,False,47.0,-0.5,0.5,-12.0,9/10/2017,9/10/2017,6,49.5,45.5,100,100,0,0,200,12.0,-110,0,-110,100,100
4509,9/17/2017,2017,2,DEN,DAL,DAL,-2.0,42.0,,75.0,4.0,,42.0,17.0,False,False,59.0,17.0,17.0,-23.0,9/17/2017,9/17/2017,6,44.0,40.0,100,-150,0,0,-50,-27.0,100,0,100,-110,-110
4510,9/17/2017,2017,2,IND,ARI,ARI,-7.5,44.5,DOME,72.0,0.0,,13.0,16.0,False,False,29.0,-15.5,15.5,4.5,9/17/2017,9/17/2017,6,46.5,42.5,-150,100,0,0,-50,-4.5,100,0,100,-110,-110
4511,9/17/2017,2017,2,JAX,TEN,TEN,-1.5,43.5,,86.0,9.0,,16.0,37.0,False,False,53.0,9.5,9.5,-19.5,9/17/2017,9/17/2017,6,45.5,41.5,100,-150,0,0,-50,19.5,-110,0,-110,100,100
4515,9/17/2017,2017,2,NO,NE,NE,-7.0,55.0,DOME,72.0,0.0,,20.0,36.0,False,False,56.0,1.0,1.0,-9.0,9/17/2017,9/17/2017,6,57.0,53.0,100,100,0,0,200,9.0,-110,0,-110,100,100
4521,9/21/2017,2017,3,SF,LAR,LAR,-2.0,40.5,,65.0,11.0,,39.0,41.0,False,False,80.0,39.5,39.5,0.0,9/21/2017,9/21/2017,3,42.5,38.5,100,-150,0,0,-50,0.0,-110,110,0,-110,0
4522,9/24/2017,2017,3,BUF,DEN,DEN,-3.0,40.0,,79.0,3.0,,26.0,16.0,False,False,42.0,2.0,2.0,-7.0,9/24/2017,9/24/2017,6,42.0,38.0,100,-150,0,150,100,-13.0,100,0,100,-110,-110
4524,9/24/2017,2017,3,CHI,PIT,PIT,-7.0,43.5,,82.0,4.0,,23.0,17.0,False,False,40.0,-3.5,3.5,1.0,9/24/2017,9/24/2017,6,45.5,41.5,-150,100,0,0,-50,-13.0,100,0,100,-110,-110
4525,9/24/2017,2017,3,DET,ATL,ATL,-3.0,51.0,DOME,72.0,0.0,,26.0,30.0,False,False,56.0,5.0,5.0,-1.0,9/24/2017,9/24/2017,6,53.0,49.0,100,-150,0,0,-50,1.0,-110,0,-110,100,100
4527,9/24/2017,2017,3,IND,CLE,CLE,-1.0,42.0,DOME,72.0,0.0,,31.0,28.0,False,False,59.0,17.0,17.0,-2.0,9/24/2017,9/24/2017,6,44.0,40.0,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
4528,9/24/2017,2017,3,JAX,BAL,BAL,-4.0,38.0,,57.0,4.0,,44.0,7.0,True,False,51.0,13.0,13.0,-33.0,9/24/2017,9/24/2017,6,40.0,36.0,100,-150,0,0,-50,-41.0,100,0,100,-110,-110
4529,9/24/2017,2017,3,LAC,KC,KC,-3.0,47.5,,80.0,5.0,,10.0,24.0,False,False,34.0,-13.5,13.5,-11.0,9/24/2017,9/24/2017,6,49.5,45.5,-150,100,0,0,-50,11.0,-110,0,-110,100,100
4530,9/24/2017,2017,3,MIN,TB,TB,-1.5,41.0,DOME,72.0,0.0,,34.0,17.0,False,False,51.0,10.0,10.0,-15.5,9/24/2017,9/24/2017,6,43.0,39.0,100,-150,0,0,-50,-18.5,100,0,100,-110,-110
4532,9/24/2017,2017,3,NYJ,MIA,MIA,-5.5,43.0,,84.0,7.0,,20.0,6.0,False,False,26.0,-17.0,17.0,-8.5,9/24/2017,9/24/2017,6,45.0,41.0,-150,100,0,0,-50,-19.5,100,0,100,-110,-110
4535,9/24/2017,2017,3,WAS,OAK,OAK,-3.0,53.5,,77.0,4.0,,27.0,10.0,False,False,37.0,-16.5,16.5,-14.0,9/24/2017,9/24/2017,6,55.5,51.5,-150,100,0,0,-50,-20.0,100,0,100,-110,-110
4536,9/25/2017,2017,3,ARI,DAL,DAL,-3.0,46.5,DOME,72.0,0.0,,17.0,28.0,False,False,45.0,-1.5,1.5,-8.0,9/25/2017,9/25/2017,0,48.5,44.5,100,100,0,0,200,8.0,-110,0,-110,100,100
4540,10/1/2017,2017,4,BAL,PIT,PIT,-3.0,42.0,,69.0,5.0,,9.0,26.0,False,False,35.0,-7.0,7.0,-14.0,10/1/2017,10/1/2017,6,44.0,40.0,-150,100,0,0,-50,14.0,-110,0,-110,100,100
4541,10/1/2017,2017,4,CLE,CIN,CIN,-3.0,41.5,,67.0,5.0,,7.0,31.0,False,False,38.0,-3.5,3.5,-21.0,10/1/2017,10/1/2017,6,43.5,39.5,-150,100,0,0,-50,21.0,-110,0,-110,100,100
4544,10/1/2017,2017,4,HOU,TEN,TEN,-2.0,43.5,DOME,72.0,0.0,,57.0,14.0,False,False,71.0,27.5,27.5,-41.0,10/1/2017,10/1/2017,6,45.5,41.5,100,-150,0,0,-50,-45.0,100,0,100,-110,-110
4546,10/1/2017,2017,4,MIA,NO,NO,-3.0,50.5,,85.0,9.0,,0.0,20.0,True,False,20.0,-30.5,30.5,-17.0,10/1/2017,10/1/2017,6,52.5,48.5,-150,100,0,0,-50,17.0,-110,0,-110,100,100
4549,10/1/2017,2017,4,NYJ,JAX,JAX,-3.0,38.0,,70.0,3.0,,23.0,20.0,False,False,43.0,5.0,5.0,0.0,10/1/2017,10/1/2017,6,40.0,36.0,100,-150,0,0,-50,-6.0,100,0,100,-110,-110
4553,10/5/2017,2017,5,TB,NE,NE,-5.0,55.5,Rain,76.0,9.0,,14.0,19.0,False,False,33.0,-22.5,22.5,0.0,10/5/2017,10/5/2017,3,57.5,53.5,-150,100,0,0,-50,0.0,-110,110,0,-110,0
4555,10/8/2017,2017,5,CLE,NYJ,NYJ,-1.5,41.5,,69.0,6.0,,14.0,17.0,False,False,31.0,-10.5,10.5,-1.5,10/8/2017,10/8/2017,6,43.5,39.5,-150,100,0,0,-50,1.5,-110,0,-110,100,100
4558,10/8/2017,2017,5,HOU,KC,KC,-1.0,46.5,DOME,72.0,0.0,,34.0,42.0,False,False,76.0,29.5,29.5,-7.0,10/8/2017,10/8/2017,6,48.5,44.5,100,-150,0,0,-50,7.0,-110,0,-110,100,100
4561,10/8/2017,2017,5,MIA,TEN,TEN,-3.0,43.5,,89.0,8.0,,16.0,10.0,False,False,26.0,-17.5,17.5,-3.0,10/8/2017,10/8/2017,6,45.5,41.5,-150,100,0,0,-50,-9.0,100,0,100,-110,-110
4566,10/9/2017,2017,5,CHI,MIN,MIN,-3.0,40.0,,65.0,8.0,,17.0,20.0,False,False,37.0,-3.0,3.0,0.0,10/9/2017,10/9/2017,0,42.0,38.0,-150,100,0,0,-50,0.0,-110,110,0,-110,0
4568,10/15/2017,2017,6,ARI,TB,TB,-1.5,46.0,DOME,72.0,0.0,,38.0,33.0,False,False,71.0,25.0,25.0,-3.5,10/15/2017,10/15/2017,6,48.0,44.0,100,-150,0,0,-50,-6.5,100,0,100,-110,-110
4575,10/15/2017,2017,6,MIN,GB,GB,-3.0,44.5,DOME,72.0,0.0,,23.0,10.0,False,False,33.0,-11.5,11.5,-10.0,10/15/2017,10/15/2017,6,46.5,42.5,-150,100,0,0,-50,-16.0,100,0,100,-110,-110
4577,10/15/2017,2017,6,NYJ,NE,NE,-9.0,47.5,,73.0,10.0,,17.0,24.0,False,False,41.0,-6.5,6.5,2.0,10/15/2017,10/15/2017,6,49.5,45.5,-150,100,0,0,-50,-2.0,100,0,100,-110,-110
4578,10/15/2017,2017,6,OAK,LAC,PICK,-3.5,49.0,,76.0,5.0,,16.0,17.0,False,False,33.0,-16.0,16.0,2.5,10/15/2017,10/15/2017,6,51.0,47.0,-150,100,0,0,-50,-2.5,100,0,100,-110,-110
4581,10/19/2017,2017,7,OAK,KC,KC,-3.0,46.5,,61.0,4.0,,31.0,30.0,False,False,61.0,14.5,14.5,2.0,10/19/2017,10/19/2017,3,48.5,44.5,100,-150,0,0,-50,-4.0,100,0,100,-110,-110
4583,10/22/2017,2017,7,CHI,CAR,CAR,-3.0,40.0,,68.0,11.0,,17.0,3.0,False,False,20.0,-20.0,20.0,-11.0,10/22/2017,10/22/2017,6,42.0,38.0,-150,100,0,0,-50,-17.0,100,0,100,-110,-110
4584,10/22/2017,2017,7,CLE,TEN,TEN,-5.5,42.5,,72.0,7.0,,9.0,12.0,False,False,21.0,-21.5,21.5,2.5,10/22/2017,10/22/2017,6,44.5,40.5,-150,100,0,0,-50,-2.5,100,0,100,-110,-110
4585,10/22/2017,2017,7,GB,NO,NO,-3.5,46.0,Rain,54.0,15.0,,17.0,26.0,False,False,43.0,-3.0,3.0,-5.5,10/22/2017,10/22/2017,6,48.0,44.0,-150,100,0,0,-50,5.5,-110,0,-110,100,100
4586,10/22/2017,2017,7,IND,JAX,JAX,-3.0,41.5,DOME,72.0,0.0,,0.0,27.0,False,False,27.0,-14.5,14.5,-24.0,10/22/2017,10/22/2017,6,43.5,39.5,-150,100,0,0,-50,24.0,-110,0,-110,100,100
4587,10/22/2017,2017,7,LAC,DEN,DEN,-1.5,41.0,,83.0,3.0,,21.0,0.0,False,False,21.0,-20.0,20.0,-19.5,10/22/2017,10/22/2017,6,43.0,39.0,-150,100,0,0,-50,-22.5,100,0,100,-110,-110
4592,10/22/2017,2017,7,NYG,SEA,SEA,-3.5,39.0,,74.0,7.0,,7.0,24.0,False,False,31.0,-8.0,8.0,-13.5,10/22/2017,10/22/2017,6,41.0,37.0,-150,100,0,0,-50,13.5,-110,0,-110,100,100
4594,10/22/2017,2017,7,SF,DAL,DAL,-6.5,48.5,,68.0,7.0,,10.0,40.0,False,False,50.0,1.5,1.5,-23.5,10/22/2017,10/22/2017,6,50.5,46.5,100,100,0,0,200,23.5,-110,0,-110,100,100
4599,10/29/2017,2017,8,CLE,MIN,MIN,-9.5,38.0,,53.0,10.0,,16.0,33.0,True,False,49.0,11.0,11.0,-7.5,10/29/2017,10/29/2017,6,40.0,36.0,100,-150,0,0,-50,7.5,-110,0,-110,100,100
4600,10/29/2017,2017,8,DET,PIT,PIT,-3.0,45.5,DOME,72.0,0.0,,15.0,20.0,False,False,35.0,-10.5,10.5,-2.0,10/29/2017,10/29/2017,6,47.5,43.5,-150,100,0,0,-50,2.0,-110,0,-110,100,100
4603,10/29/2017,2017,8,NYJ,ATL,ATL,-4.5,46.0,Rain,69.0,12.0,,20.0,25.0,False,False,45.0,-1.0,1.0,-0.5,10/29/2017,10/29/2017,6,48.0,44.0,100,100,0,0,200,0.5,-110,0,-110,100,100
4607,10/29/2017,2017,8,WAS,DAL,DAL,-2.0,50.0,Rain,49.0,12.0,,19.0,33.0,False,False,52.0,2.0,2.0,-12.0,10/29/2017,10/29/2017,6,52.0,48.0,100,-150,0,150,100,12.0,-110,0,-110,100,100
4609,11/2/2017,2017,9,NYJ,BUF,BUF,-3.0,43.0,,68.0,11.0,,34.0,21.0,False,False,55.0,12.0,12.0,-10.0,11/2/2017,11/2/2017,3,45.0,41.0,100,-150,0,0,-50,-16.0,100,0,100,-110,-110
4610,11/5/2017,2017,9,CAR,ATL,ATL,-3.0,42.0,,61.0,4.0,,20.0,17.0,False,False,37.0,-5.0,5.0,0.0,11/5/2017,11/5/2017,6,44.0,40.0,-150,100,0,0,-50,-6.0,100,0,100,-110,-110
4614,11/5/2017,2017,9,MIA,OAK,OAK,-3.0,44.5,,77.0,2.0,,24.0,27.0,False,False,51.0,6.5,6.5,0.0,11/5/2017,11/5/2017,6,46.5,42.5,100,-150,0,0,-50,0.0,-110,110,0,-110,0
4616,11/5/2017,2017,9,NYG,LAR,LAR,-5.5,42.5,,56.0,6.0,,17.0,51.0,False,False,68.0,25.5,25.5,-28.5,11/5/2017,11/5/2017,6,44.5,40.5,100,-150,0,0,-50,28.5,-110,0,-110,100,100
4618,11/5/2017,2017,9,SF,ARI,ARI,-2.0,39.0,,61.0,8.0,,10.0,20.0,False,False,30.0,-9.0,9.0,-8.0,11/5/2017,11/5/2017,6,41.0,37.0,-150,100,0,0,-50,8.0,-110,0,-110,100,100
